,sender,out_degree,in_degree,tot_transactions,total_amount,max_amount,min_amount,type_of_address
669,0x822d9f6f6d1e0a9785a8dff3083858e2c888f078,14326,3,129326,1.278817173728054e+19,1.278817173728054e+19,0.0,normal
670,0xe93381fb4c4f14bda253907b18fad305d799241a,647,57,2838278,2.46000385256145e+20,1.27e+20,0.0,normal
671,0xae2d4617c862309a3d75a0ffb358c7a5009c673f,25622,6,1071702,7.91831868279273e+19,4.788745349120896e+16,0.0,normal
672,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,29114,1592,114790,6.321284990068e+23,4.5e+22,0.0,normal
673,0x0c729be7c39543c3d549282a40395299d987cec2,4605,7,165470,8.668108817634e+22,6.009708645000002e+20,1.000492e+16,normal
674,0x6fc9bcb6091c01d6d2a530955e633b894ae48256,26,4,153208,1.5828630638350755e+20,4.4e+19,0.0,normal
675,0x556b5712c2a7cc5506fbfa785b52536fb8243765,38780,42,114614,1.174792529879754e+25,2.4775e+22,0.0,normal
676,0xe6c3119573d1ab769b1d9e3e925711a6c09a3965,68,19,152977,6.064327e+18,2.24e+18,0.0,normal
677,0x43e4715ae093a4c86b5ecddb52216c4f879e9672,4,9,235101,561833035968.0,16776448.0,0.0,normal
678,0x20312e96b1a0568ac31c6630844a962383cc66c2,96161,45,141038,1.1283122147639e+23,3e+21,0.0,normal
679,0x00bdb5699745f5b860228c8f939abf1b9ae374ed,6,30,1917559,1e+20,1e+20,0.0,normal
680,0x088876687ac7c4c60cbc0690a4bfae0971964162,13,15,201583,0.0,0.0,0.0,normal
681,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,263543,42132,580800,3.517665834709183e+23,1.6284634073602774e+22,0.0,normal
682,0x112200eaa6d57120c86b8b51a8b6049d56b82211,5,4,155902,5.935e+19,5.9349e+19,0.0,normal
683,0x96e82255174536dc53e83f23b339f25255174e2b,3,16,131118,1.772e+18,1.772e+18,0.0,normal
684,0x30146933a3a0babc74ec0b3403bec69281ba5914,21972,29854,173226,3.401462611677395e+23,2e+22,0.0,normal
685,0x59a5208b32e627891c389ebafc644145224006e8,422533,867,1855246,6.165867141660333e+24,2.499999042e+22,0.0,normal
686,0x72bcfa6932feacd91cb2ea44b0731ed8ae04d0d3,63676,43974,239672,7.294445480467362e+23,8e+21,0.0,normal
687,0x00eee5f9ad50b926876cc187d8453fa0ceba141f,5,2,235867,0.0,0.0,0.0,normal
688,0x169ca6801ec33668ae24bdab264f9b0109eb7347,4,6,202027,2.264457442562022e+18,2.1767157353554455e+18,0.0,normal
689,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,2703871,1111,4273516,1.905846053956198e+25,4.531599904e+22,0.0,normal
690,0xcad621da75a66c7a8f4ff86d30a2bf981bfc8fdd,671251,1077224,1477670,3.930936357516192e+24,1.999989e+22,0.0,normal
691,0x17bc58b788808dab201a9a90817ff3c168bf3d61,40554,16,200818,5.967448550178564e+23,2.063659720518127e+22,0.0,normal
692,0xb7ce6bdef239fa11f0f426073c78182d917c5c34,1366,34,319228,2.8361829594304395e+21,5.173348e+18,0.0,normal
693,0x2029f4d7eb80ecc2e405e1e12193cc3fcf98829c,5,1,104052,2.499762472185036e+20,2.1043881003211453e+20,0.0,normal
694,0x60530f5ca4cb9907e0fbe67ca3afcbfe56d19a5c,3,1,117395,6.127214536441978e+19,3.2073687430289547e+19,0.0,normal
695,0xef53a3e5e20513a62a1b8072a689b1f8627a5145,75,5,200068,1.970548200597388e+19,1.970548200597388e+19,0.0,normal
696,0x323d1c3462776f07a316ebdfb46a1e280181d964,7,10,188519,0.0,0.0,0.0,normal
697,0xefc0d2d68ceb44722dc1b638fdcdcf584befe16f,11,5,109195,1.830905e+20,1e+20,0.0,normal
698,0xa108a7c2559ceedb547fd65c07922143bfc3318c,72326,36,208339,2.054259350223208e+22,9.4374283020812e+18,0.0,normal
699,0x9c4fe1c3d5975e5c5e493f24352969aa280b7cfc,115360,39,213669,1.7094294380076162e+21,5.140667593832376e+20,0.0,normal
700,0xd7e1236c08731c3632519dcd1a581bfe6876a3b2,77,11,143399,9.75648050737029e+19,2e+19,0.0,normal
701,0xe93685f3bba03016f02bd1828badd6195988d950,19,27,847379,8.884073349460121e+21,2.1e+21,0.0,normal
702,0x824ada524ad4dd041036160f352a6f38411edf0b,2,16,439114,0.0,0.0,0.0,normal
703,0xf2750ead8816cba74f8c9ab84b8cee67a1772348,27694,18829,174519,2.0549655551425284e+22,4.6383286834e+20,0.0,normal
704,0xeb6c4be4b92a52e969f4bf405025d997703d5383,81891,43,265856,1.25418960806059e+24,4.999995e+21,0.0,normal
705,0xfb9779477e5b4834bf2bc02dd29b97b344d0f700,4,8,201056,469066483534.0,16775948.0,0.0,normal
706,0x28c6c06298d514db089934071355e5743bf21d60,2679355,4275261,10283447,1.2707282429619914e+26,7.16977e+23,0.0,likely anomaly
707,0x3527439923a63f8c13cf72b8fe80a77f6e572092,5,11,766925,100000000000000.0,100000000000000.0,0.0,normal
708,0xa4b10ac61e79ea1e150df70b8dda53391928fd14,3,4,128260,5.069318663553462e+18,3.0693186635534623e+18,0.0,normal
709,0x52b4567c37b48d51198b25caa6e79e4fda6d9734,37385,38,106843,1.586282516774782e+23,6.4e+20,567288000.0,normal
710,0x979636bfeecd6a3ba720cf6eb8b7135f247e0b4a,8,5,137904,9.100236431545992e+20,6.012364315459925e+19,0.0,normal
711,0xb50f22bbfa23fbb730e601f1a866495bff588ca3,5,4,104981,1.0603239675e+19,1.0603239675e+19,0.0,normal
712,0xb48c5ca99d33a8625e125f69ac8e07f3dffe34a0,56040,15,200640,7.5235085e+20,2e+19,120000000000000.0,normal
713,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,36908,140,565918,6.756882610312332e+22,3.7e+20,0.0,normal
714,0x431b5a84acc1297eda88259f300262f1bc3a74f3,4,6,210658,455019949568.0,16776972.0,0.0,normal
715,0xce0d2213a0eaff4176d90b39879b7b4f870fa428,73295,12,181678,1.3730691808325057e+21,2e+20,0.0,normal
716,0x2028aa76c84802cd61ab3bec4f142ca33743068b,29261,12,100584,4.289603057096903e+20,3.001028859e+19,41209.0,normal
717,0xd91244bd83c88741b7ff8563e4482078491a1e61,2978,8,230683,1.6780151042865247e+23,2.4e+20,1000000000000.0,normal
718,0xfc23b61db3a1dce083e82da5a2ccfd91a2211f7c,4,7,105993,252322667681.0,16776962.0,0.0,normal
719,0x5d1d54ced0377dfdf696ec7bff72f4c5009c0b59,12474,1836,148293,2.3167640082336227e+19,1.264541160168114e+18,0.0,normal
720,0xb1b2d032aa2f52347fbcfd08e5c3cc55216e8404,1401,21,396326,2.4e+17,1e+17,0.0,normal
721,0xc976f9ee77be91c64d452f69eab26b893a090b6c,7653,26682,418828,2.498413619137978e+23,1e+22,0.0,normal
722,0xb63e7381099a65291b3a8914470952a329cbb982,1579,640,190962,1.7893430104480746e+22,1.200584e+21,0.0,normal
723,0xe78388b4ce79068e89bf8aa7f218ef6b9ab0e9d0,26,421,138465,3.459828283189348e+20,3.459828283189348e+20,0.0,normal
724,0xf646cbe3b030fb6c2569215f0117dba58badb95e,79934,5336,159790,5.247783437084154e+23,2e+21,0.0,normal
725,0x03747f06215b44e498831da019b27f53e483599f,102405,10,612503,6.983403470319142e+21,6.983403470319142e+21,0.0,normal
726,0x61189da79177950a7272c88c6058b96d4bcd6be2,67453,28035,259005,1.1232413078884004e+24,3.008701690684393e+22,0.0,normal
727,0x0d0707963952f2fba59dd06f2b425ace40b492fe,1282872,424515,6727333,2.0117502032868115e+25,2.033248800927125e+23,0.0,normal
728,0xeb55a78c79b91719f6817855c5ad43a7aa0bf08c,62812,20893,140564,9.420557001326824e+21,2.25e+20,0.0,normal
729,0x243bec9256c9a3469da22103891465b47583d9f1,64978,55438,100193,3.2149556239616515e+23,3.206224e+21,0.0,normal
730,0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5,10275,71,529898,5.626951436297239e+22,6.919631922654178e+20,0.0,normal
731,0x7c06a6b2e57593daa0040b0fbc2a9e0ff8fed0d5,523634,1,613383,3.489951557513859e+21,9.677935575138591e+20,4000000000000000.0,normal
732,0x7dbc5395d1cb5f829bc8eca20f16bed7bceca504,103,6,509612,8.518302813096435e+18,5.677153783843276e+18,0.0,normal
733,0xf66852bc122fd40bfecc63cd48217e88bda12109,120366,35820,164595,7.281291036541253e+24,2e+22,0.0,normal
734,0x056c0263e87c2edbf7083620832d25216b1cb05d,8,5,111721,1.7994e+19,1.74e+19,0.0,normal
735,0xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,91817,118898,625023,3.2799691952336736e+24,2.0693246532489583e+23,0.0,normal
736,0xa377aa6822603cc52e4e9ed6eaa045c46ef6b3e2,3,9,177337,1000000000000000.0,1000000000000000.0,0.0,normal
737,0x12b117ca7ed949a4618759ea4a56ada7e4fd025d,98428,453,114443,8.784818550603409e+20,2e+19,2000000000000000.0,normal
738,0x8195d3496305d2dbe43b21d51e6cc77b6c9c8364,10370,1202,131262,2.8433356210727966e+22,1.45e+20,0.0,normal
739,0x1fd6267f0d86f62d88172b998390afee2a1f54b6,116284,1220,213010,9.90845888891445e+23,3.356e+21,0.0,normal
740,0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,378084,493726,758354,7.304080446224052e+23,1.086987e+21,0.0,normal
741,0x9e2a58d257963a276452fff1be94c0eb7e2775cc,24170,239,146111,4.2037507968325135e+22,3.4e+20,0.0,normal
742,0x8f54972f4ca40bd3ffc8b085f6ece1739c40c65f,51438,116007,107490,1.3141385413789817e+23,1.08339486101e+21,0.0,normal
743,0xd45727e3d7405c6ab3b2b3a57474012e1f998483,85,7,328217,3.5536008453792743e+19,1.6753889687792742e+19,0.0,normal
744,0xff3769cdbd31893ef1b10a01ee0d8bd1f3773899,63,8,154376,1.5930533545412125e+21,2e+20,0.0,normal
745,0x521db06bf657ed1d6c98553a70319a8ddbac75a3,45858,15788,201425,4.5184150702243665e+22,3.34e+20,0.0,normal
746,0xf27696c8bca7d54d696189085ae1283f59342fa6,39,18,376709,3000000000.0,1000000000.0,0.0,normal
747,0xffcdfd98c455c29818697ab2eeafccbc4e59fd3d,9,2,109970,8.25384783178572e+19,6.18302317627258e+19,0.0,normal
748,0xa8ae6549c66c59aa55d50377948dfbe362d56b03,210,9,310813,1.2171655845703816e+18,9.60014855e+17,0.0,normal
749,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,335522,95613,807846,7.88520304318852e+24,4.3972e+22,0.0,normal
750,0x4c9af439b1a6761b8e549d8d226a468a6b2803a8,160105,97,672969,6.74599979082e+22,2.2367895e+19,0.0,normal
751,0xb6f8b42396b012dc124c61012d5e9354966db9ef,142696,18,243337,6.738753291241994e+20,3.545e+19,0.0,normal
752,0xa26a8e242a7470476df1dc11ded5dbc9fca610fa,2,2,232667,0.0,0.0,0.0,normal
753,0xffa5bfe92b6791dad23c7837abb790b48c2f8995,15,5,140730,8.12052305574828e+19,6.731043166430282e+19,0.0,normal
754,0x731e6cc591b055001ccb9758008f636819df6152,7155,11,180592,1.2203061678529008e+21,3.8e+20,0.0,normal
755,0x9a3a349ff48aa7821247e2acbfd7d5a6a8b130ba,154,4989,211709,2.822191408e+22,1.720461e+20,0.0,normal
756,0x867bfa133d64fad734c89f886d2a169b6504ab2b,65261,49,121079,5.551454700263e+22,2.876e+21,0.0,normal
757,0x3ecef08d0e2dad803847e052249bb4f8bff2d5bb,58383,80,711186,3.9232771776056e+23,3.000852135e+21,104180000000000.0,normal
758,0xc4a92358757ef8d22580c5efed30d5241ac725ae,125,13,374243,8.522929707814064e+18,8.512929707814064e+18,0.0,normal
759,0x0681e844593a051e2882ec897ecd5444efe19ff2,105,16,111883,4.7296941956411195e+19,1.4e+19,0.0,normal
760,0x296e781bbb0179b032cbcc31e4b6cdab724b2773,51237,28,174099,1.36263115770415e+24,1.099999e+22,0.0,normal
761,0x6cace0528324a8afc2b157ceba3cdd2a27c4e21f,3,5,1580007,1.814293673458424e+20,1.814293673458424e+20,0.0,normal
762,0xb3f636cae9e8ad9795d14d3bdda3e382dba47c73,56518,33209,230997,7.0892656247015e+23,2.9e+21,0.0,normal
763,0x9696f59e4d72e237be84ffd425dcad154bf96976,3038238,1026,6667469,2.090492818404072e+25,4.837199904e+22,0.0,normal
764,0xac1ed4fabbd5204e02950d68b6fc8c446ac95362,25,28,171808,5.8366095360359e+18,4.149800429398689e+18,0.0,normal
765,0xdb0e89a9b003a28a4055ef772e345e8089987bfd,121266,21,167301,1.2708664885487812e+21,1e+20,95978000000.0,normal
766,0xb26314635252b4ee8b454423e5299a092dea8a4a,9236,5,125101,1.9061782068090498e+23,1.0000001104872466e+22,0.0,normal
767,0xd5cf0cb9a8df9b46f077f561d8b76c34a69bd82f,25,4,110616,8.439746829446121e+20,3e+20,0.0,normal
768,0x11180911f1852d08467bcf5fe41ac38580adf7ab,98865,12,540598,1.4823690063598332e+21,5e+18,0.0,normal
769,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,1471925,81221,4122753,9.935174371043107e+25,4.79999995e+23,0.0,likely anomaly
770,0x09344477fdc71748216a7b8bbe7f2013b893def8,145724,84,417575,1.59429661715325e+21,3.5860936070499036e+18,39852000000000.0,normal
771,0x00007d83668899a2af7b5b03efd2351585843de9,11,4,185816,2.0658987186873577e+19,1.1562179186873577e+19,0.0,normal
772,0x011fd7abed2da4d68fccc9e824e21035720dc3cd,2,2,126933,5.1854484e+18,5.1854484e+18,0.0,normal
773,0x5dcaa1d8d8132e5bf9cf12deccfc0cecf26a780d,85152,3,230418,2.644797614874875e+24,8.042339801714878e+19,1.4866970126166742e+16,normal
774,0x4603180bbb8221157880afaa84638e0fc467738d,4,8,211679,582950131712.0,16776716.0,0.0,normal
775,0x6a0b68f4d564b8034e342dea7d281d500df914a3,107,2,104523,6.271800774407027e+18,7.298007744070272e+17,0.0,normal
776,0x41b309236c87b1bc6fa8eb865833e44158fa991a,63476,512,161276,3.0791195048810736e+22,5.2520217504618126e+20,0.0,normal
777,0x733171d23743ebcd778d48aed14b3011c223c674,212,3,108273,3.8098001686e+20,7.24383e+19,0.0,normal
778,0x473300df21d047806a082244b417f96b32f13a33,7,5,126887,1.46675e+20,2.43e+19,0.0,normal
779,0x1f9090aae28b8a3dceadf281b0f12828e676c326,24310,122,686405,8.766373128147284e+22,3.456618935062876e+20,0.0,normal
780,0xb287eac48ab21c5fb1d3723830d60b4c797555b0,224399,52,744488,8.9370217254667e+22,2.5e+19,0.0,normal
781,0x049d25fed0a8069070a4c5bdc2c8b922b1baabb2,2,5,123571,2.533712049508958e+19,2.5e+19,0.0,normal
782,0x16d5783a96ab20c9157d7933ac236646b29589a4,6,21,1324022,5.2937407662088146e+20,5.2937407662088146e+20,0.0,normal
783,0x5e2b6c6b2240d582995537d3fafdb556e4a3822f,3,5,355276,3.048325e+18,3.048325e+18,0.0,normal
784,0xa453b444a5353c0ae1ae09addc2aecc2427a9d06,3,153,379279,0.0,0.0,0.0,normal
785,0x27e9f4748a2eb776be193a1f7dec2bb6daafe9cf,134184,42480,184677,8.046730523067819e+24,1.299999e+22,0.0,normal
786,0x4e7afc9fdad8f1235f43983dafa8bab704664dbd,3517,3568,408714,4.7615141203273803e+20,1.5e+20,0.0,normal
787,0xee4ed7389a1c565ce7ba4586d86d049780d2fe5d,90,5,208511,2.2510387517134987e+19,2.2510387517134987e+19,0.0,normal
788,0xaaeed1e72a10214c705467316779272e4ba78433,22,9,135247,7.701069256455193e+19,6.2e+19,0.0,normal
789,0x6f50c6bff08ec925232937b204b0ae23c488402a,254178,42616,314256,5.433168987094918e+24,6.5535e+22,0.0,normal
790,0x85b931a32a0725be14285b66f1a22178c672d69b,435943,151,1220768,3.9557502471048165e+24,3.1211724363548666e+22,0.0,normal
791,0x0392b64b8bfda184f0a72ce37d73dc7df978c4f7,58792,40647,109369,2.391669190732344e+23,1e+22,1e+16,normal
792,0xb70e1aa092e55cb92ff6a22eb5e6b8ef6b104829,55447,70322,320395,5.39882362213e+23,8.83e+21,0.0,normal
793,0x2ebfbe36ef55b75c51dec7f7477b5b1a030ae96d,4,5,530960,1.2492e+19,3e+18,0.0,normal
794,0x0300cef240e54a14329f2dd4bf21bc5ca394eec1,3,2,120029,7308669082744281.0,7308669082744281.0,0.0,normal
795,0x2a96e87e968c85a13987bc4b868330d2754db8bb,106,30,133940,1.0943277355871661e+20,1.519870887e+19,0.0,normal
796,0x7ed1e469fcb3ee19c0366d829e291451be638e59,296504,83982,508185,1.7308226433110115e+24,8.888e+21,0.0,normal
797,0x33ddd548fe3a082d753e5fe721a26e1ab43e3598,59403,66022,156109,2.331898021479553e+23,1.0182675915208493e+22,0.0,normal
798,0x065e3dbafcb2c26a978720f9eb4bce6ad9d644a1,4,6,222766,486102070985.0,16776192.0,0.0,normal
799,0xe206e3dca498258f1b7eec1c640b5aee7bb88fd0,64155,2,232383,3.4048484482558236e+22,6.97e+20,0.0,normal
800,0x6425bb021dabd5d6b443a1ab47b003a1b7a27d4b,61,221,114992,4.616762585981748e+22,3.145181852e+20,0.0,normal
801,0x91d805fe733d80d86f7e6dfa22259decc9b16628,13,14,108773,0.0,0.0,0.0,normal
802,0x2c4c97388c10667d904a012539ca5759dd2b6ef2,27,6,219231,1.144156605172072e+21,2e+19,0.0,normal
803,0xfbcf516346752210560169fba324c4c4f908682c,24250,74970,120583,1.33081060908938e+23,1.0344827586e+20,0.0,normal
804,0x8fcf8b395211dbcd5cad87c7b91107d26de57d0a,2380,985,126136,8.884752156e+21,6e+20,0.0,normal
805,0x95a9bd206ae52c4ba8eecfc93d18eacdd41c88cc,746819,182293,1951950,1.5238850752952494e+24,1.199926956835e+22,0.0,normal
806,0xdcc06bb2a55169a897e8b4148f151d7574eff66c,101410,4,173891,7.154980960737808e+20,3.3186242523024046e+18,1.0,normal
807,0x15652636f3898f550b257b89926d5566821c32e1,14,7,206828,5.484219323193865e+19,2e+19,0.0,normal
808,0x96af5cc7dc6d9aa1b2b6c7392a3d06f6301df66a,7,2,100648,2.7575438348500656e+19,1e+19,0.0,normal
809,0x692da4782d996dac7d66b5822f3c504f67da8493,3,5,112087,1.2256537072664724e+18,1.2256537072664724e+18,0.0,normal
810,0xabaf790eb22618275fdb47671fc6eab57b2ee04e,4,4,259574,1.5332638377634145e+18,1.5032638377634145e+18,0.0,normal
811,0x93793bd1f3e35a0efd098c30e486a860a0ef7551,9,12,195098,2.073000039134481e+20,2e+20,0.0,normal
812,0xa027231f42c80ca4125b5cb962a21cd4f812e88f,5463,2,151057,1.4357668970486266e+23,4.148696809154719e+20,0.0,normal
813,0x6c15291028d082e1b9358e19f15c83b9c54f2ba1,8,2,195092,2.9e+18,2.9e+18,0.0,normal
814,0xea674fdde714fd979de3edf0f56aa9716b898ec8,1540969,561,45652937,1.0615879340458893e+25,1.0669e+22,0.0,normal
815,0xc8dfcec53ab1102a38e8f96be8eba37fc5340c99,41711,394,385472,2.829415281215745e+19,2e+18,0.0,normal
816,0x2abc22eb9a09ebbe7b41737ccde147f586efeb6a,65259,317994,106385,6.632339983148985e+23,1.623930670654e+22,0.0,normal
817,0x00cfbbaf7ddb3a1476767101c12a0162e241fbad,7,10,392388,7.405239638685e+18,7.400239638685e+18,0.0,normal
818,0x2984581ece53a4390d1f568673cf693139c97049,94746,565,355772,5.212684722366755e+20,7.5e+19,0.0,normal
819,0x252c8bbef63101ebca22c27951175c6b33c86b07,25722,16719,188424,2.372920816720888e+22,8.009621941254332e+20,0.0,normal
820,0x042523db4f3effc33d2742022b2490258494f8b3,4,8,260384,484176667253.0,16776960.0,0.0,normal
821,0x0e747eb2ff0f26fb77c3a1ea67ee07fac2dbb783,11758,71879,108793,1.759805382990104e+23,5.99999e+21,0.0,normal
822,0x0639556f03714a74a5feeaf5736a4a64ff70d206,53439,42,209538,7.330593705340084e+22,4.999994e+21,0.0,normal
823,0x0a2311594059b468c9897338b027c8782398b481,6626,44,179608,4.346888573182481e+22,6.368624e+19,0.0,normal
824,0xc6bd3edd07e294cb66b8318356d688b3516ea950,1101,57334,555488,2.575597304163e+22,4.5e+21,0.0,normal
825,0x010f4f5d2cedf16ed992ad5ed8e68a77cda16759,52,4,316045,5.459e+19,5e+19,0.0,normal
826,0x8bc3da587def887b5c822105729ee1d6af05a5ca,10,10,1071144,2.0130280247712014e+19,1.999907962385601e+19,0.0,normal
827,0x97cd4df98f393ca8946923d868df4b98553fd474,5493,4,104713,5.478788730873624e+19,8.741949751031424e+17,0.0,normal
828,0x6ec88a2cb932eb46dfda0280c0eadb93b6eca13b,17305,67,102346,5.985349618545088e+21,3.5e+19,0.0,normal
829,0xf71cbf6758aaaaf06ebcca5447019c31bb145782,57157,7,139820,6.0426439558e+20,8.1340935e+19,1000000000000000.0,normal
830,0x481df95742cc38b387871e789913659a2469daa6,5,25,105042,2.0413057384239165e+19,1.94138400247e+19,0.0,normal
831,0x99fe5d6383289cdd56e54fc0baf7f67c957a8888,170,6,138127,1.1111e+16,1.1111e+16,0.0,normal
832,0x9535b2e7faaba5288511d89341d94a38063a349b,3715,10,207394,7.376151315668001e+20,7.5033e+18,0.0,normal
833,0xfe0c760cbcb9da239b9ba805f0aeaed3be84f65a,512,16,107035,8.157447273152051e+21,1.3149182936032254e+19,0.0,normal
834,0x99c85bb64564d9ef9a99621301f22c9993cb89e3,86908,20,1715684,3.806098448732998e+23,1.2999992083e+21,0.0,normal
835,0x061f7937b7b2bc7596539959804f86538b6368dc,763253,12,999329,4.603857532105306e+21,2e+20,0.0,normal
836,0x5ab9d116a53ef41063e3eae26a7ebe736720e9ba,1539,97,312970,1.2483776771026384e+23,2.05127503669e+20,0.0,normal
837,0xa09bb7afd552a38784a64c8f1e2dcd0ffe21ffaa,80708,32531,135867,8.8036254239676e+22,1e+21,0.0,normal
838,0x0093e5f2a850268c0ca3093c7ea53731296487eb,13050,4175,164494,2.161243596266064e+23,3.4e+22,0.0,normal
839,0x25eaff5b179f209cf186b1cdcbfa463a69df4c45,102705,47572,221812,2.994239159798759e+24,1.966164581021e+22,0.0,normal
840,0xcfcf469b76113c5e7218f8275eaf10a881ac106d,30380,11533,130827,1.1843669422672837e+23,1.54629314923e+20,3541703559412100.0,normal
841,0x0aef7b88bf3bb98c1bb9c77d8780249f877e4aec,8830,14,227006,4.022982e+19,1.75e+18,0.0,normal
842,0x39f6a6c85d39d5abad8a398310c52e7c374f2ba3,273216,601946,685126,6.452226070392907e+23,4.50998392414e+21,0.0,normal
843,0x9acbb72cf67103a30333a32cd203459c6a9c3311,74834,20044,782005,4.0192071240424e+23,3.55e+22,0.0,normal
844,0xa5a13f62ce1113838e0d9b4559b8caf5f76463c0,4,7,223009,523682798145.0,16776960.0,0.0,normal
845,0x00000000c0293c8ca34dac9bcc0f953532d34e4d,7,6,2352002,4e+16,2e+16,0.0,normal
846,0x4c549990a7ef3fea8784406c1eecc98bf4211fa5,41812,17,1046018,1.996573191087252e+23,1.0071720650101819e+21,259346092077.0,normal
847,0x58c2cb4a6bee98c309215d0d2a38d7f8aa71211c,122390,35809,164728,4.529639354308011e+24,1.3661e+22,0.0,normal
848,0x1e9939daaad6924ad004c2560e90804164900341,19428,128,860924,9.815823677966328e+23,2.999e+21,0.0,normal
849,0x6081258689a75d253d87ce902a8de3887239fe80,456604,159,1314977,3.817685324043282e+23,6.8e+20,0.0,normal
850,0xa0bb4ba19f578a63fa3f67adaf7bbca15ccadc45,93564,28043,209883,1.051851663020347e+24,4.5e+22,0.0,normal
851,0xffbfdb803d38d794b5785ee0ac09f83b429d11b5,75,14,179334,2.6837630211041216e+21,2.2e+20,0.0,normal
852,0xb04c0eb29c72cebc467b9d4944d29116fa02c44a,79174,50370,163192,4.5669114770181145e+23,7.65e+21,0.0,normal
853,0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,206747,402926,2043650,1.3804741790288102e+24,1e+22,0.0,normal
854,0x2ad9b7b9386c2f45223ddfc4a4d81c2957bae19a,153,132,328710,1.7061355353286885e+19,1.1515675977999178e+19,0.0,normal
855,0x55dcad916750c19c4ec69d65ff0317767b36ce90,25,8,164044,1.0860471218054532e+20,4.918e+19,0.0,normal
856,0xc730b028da66ebb14f20e67c68dd809fbc49890d,36853,10,395719,6.267276575253526e+22,3.999998273021011e+20,0.0,normal
857,0x44bf53f1bda83c64f29a61ed671cfc8ff7fa3b58,2,15,155122,0.0,0.0,0.0,normal
858,0x79672062c5a45e3808d6b784129cf3ecf59d4224,1246,650,178138,1.9678087002819681e+21,3.499808e+20,0.0,normal
859,0xf056f435ba0cc4fcd2f1b17e3766549ffc404b94,296691,57925,348728,5.544194241913683e+24,5.2411e+22,0.0,normal
860,0xd502bfc5e3390697bfc799113958cd32982066cf,4290,2,122926,9.685435899643817e+21,1.1008203128e+20,0.0,normal
861,0x02814c0b5ed1038bd03c55e8949b6de0338ee81e,586,16,112049,4.867810589746501e+21,1.84467e+19,0.0,normal
862,0x218b5a7861dbf368d09a84e0dbff6c6ddbf99db8,271,44,126577,7e+18,7e+18,0.0,normal
863,0x029f388ac4d5c8bff490550ce0853221030e822b,6,3,133690,2.3837380357568764e+20,1.62956123108319e+20,0.0,normal
864,0x7f101fe45e6649a6fb8f3f8b43ed03d353f2b90c,125820,17,1374964,3.136212729463871e+23,5.576911978587682e+20,291272473125.0,normal
865,0x7bd8efab672250de65ba4ba3bc6c3aa08120a1c3,52449,19,276549,4.316011134527613e+20,1.3e+19,0.0,normal
866,0x72e5263ff33d2494692d7f94a758aa9f82062f73,104608,41903,401314,2.170367516391405e+23,1.72e+21,0.0,normal
867,0xd4663aaab582a194a253267227b5c511c5193383,12,2,180679,9.41989880197236e+18,2.385e+18,0.0,normal
868,0x91a0a3043f68986043d7083c4d85b558b21f0a7b,64439,44,118579,4.970237118155e+22,2.4182125e+20,0.0,normal
869,0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,8961,39,524886,8.545347537588182e+23,1.9e+21,1.0,normal
870,0x62614de473000ba47042ce772828900a1150fbc8,2,3,108907,0.0,0.0,0.0,normal
871,0xa83996cace93b2af6c54222a51da5dbda8526172,4,8,251400,1.0662565799e+18,9.662565799e+17,0.0,normal
872,0x444a5e0d2515f322e7278f6ee95cb34d8de98f09,21274,33,182873,2.0503352251e+20,2.0558771e+18,0.0,normal
873,0x5aa17fc7f2950eca85376c3a8cb1509e8e4b39df,12,0,124893,1.0886153061451861e+20,1e+19,0.0,normal
874,0x04f96c43d85acd0b72da8387710d97d24dcf7c51,2549,5060,128343,2.667761605974666e+23,4.8755527e+21,0.0,normal
875,0x03e75d7dd38cce2e20ffee35ec914c57780a8e29,13429,6,242726,5.829756666595704e+22,6.864345193238976e+20,0.0,normal
876,0xc5b373618d4d01a38f822f56ca6d2ff5080cc4f2,21,3,153052,1.830543027578564e+20,4.75e+19,0.0,normal
877,0xdd5a1c148ca114af2f4ebc639ce21fed4730a608,34,7,183196,6000000000.0,1000000000.0,0.0,normal
878,0x38563699560e4512c7574c8cc5cf89fd43923bca,11,3,149847,8.383073632472138e+19,5.174378298845065e+18,0.0,normal
879,0xba4cd55471ff7254042d88bc2a3ee740def0a5cd,19182,5,270192,1.5509913783829717e+23,2.9313093423e+20,183880000000000.0,normal
880,0x6f53e6f92e85c084e10aaf35d4a44dee6a27892d,60,151,113641,3.485782478412127e+21,1.3999e+21,0.0,normal
881,0x8ab399cbb9fdb9a36518a7e7eddf89158e56c595,26749,5,251493,4.212643220589522e+20,9.998614e+18,0.0,normal
882,0xa294cca691e4c83b1fc0c8d63d9a3eef0a196de1,7846,1133,143399,7.234218187068332e+24,4.237499e+22,0.0,normal
