,sender,out_degree,in_degree,tot_transactions,total_amount,max_amount,min_amount,type_of_address
280,io1zae3fe0y8yvpqke5vuyw03slrsrmgpm2kj5clc,21,16,11446,4.7371539665174405e+24,1e+24,0.0,normal
281,io1g4kwufxpdn4dd35gnn68p7gj6tn4sr7qujaeda,9,8,10239,8.361522696518111e+21,8.6e+20,1e+16,normal
282,io1v00lhzk85t2mhc329le93kv3ndtxlp7wvrvedk,4,4,514964,2.2875771899086708e+23,2.4e+22,1e+16,normal
283,io19vxn9ektetma3e96p7rf7nhpj9ch3pcxz2mhrz,5,2,12466,1.523861925e+22,1.045e+21,1e+16,normal
284,io1xfj05stc46sqxgdh748xevhcezdkwjdzvxung2,11,8,26378,2.526243898924969e+22,1.23e+21,1e+16,normal
285,io12srm860dfvvxpa3cxk9r9xp4ygrru4gk875286,3,2,14471,1.5344273476298975e+22,7.2e+21,1e+16,normal
286,io1g9leskk5qdwq40xy8zc2qeq2dwd7w57ca3glxq,6,3,14568,4.625345726861333e+21,8.944637134181377e+20,1.491e+16,normal
287,io000000000000000000000000stakingprotocol,17684,19548,33130,3.331558300656003e+27,1.5e+26,1e+20,likely anomaly
288,io1h4tz6h8jcck6x9pasc4088kmdh6e53nelszjjl,285,311,28450,1.9752084918521518e+25,5.581298931242011e+23,1.0,normal
289,io18k59gr5vsn5d4e8cdcld0nu9nneu48sst5u3s7,3,2,13957,1.2166664868458213e+23,1.19e+22,1e+16,normal
290,io1967mfuzzc3urnvcf699h3sywtq9ner35knmd0c,20,11,14542,5.524610339559468e+23,5.75e+22,0.0,normal
291,io10723nyt6py0z643gwyzpxehe2gackf27dsg4v3,32,25,20263,2.2600210004925838e+24,6.635e+22,0.0,normal
292,io1yzplgavq2r6h9khz3j9vs72twnh72q6uxdh2fd,94,30,19780,4.897312952597032e+24,2.316e+23,0.0,normal
293,io1c5hw7khhpn72gh9syduugy7xcj2l8arpp8lctv,42,20,12111,3.496983169569646e+23,2.644e+22,0.0,normal
294,io1ymr7ehwzhnhjr4e2ely2p2nwttnsnudgljt9vu,13,6,10122,2.9162222831680938e+23,1.295e+22,1e+16,normal
295,io1wmdgxl03psljdy7z735gxw343fv4yr9ddmtaaw,3,2,21320,1.1359675955e+22,7.8e+20,1e+16,normal
296,io1kveqpvreae3346f3dqsl7l53q87dx3davtnhlv,15,9,15386,2.69887380308634e+22,3.6e+21,1e+16,normal
297,io1tpvwcyalefsy0uxl36zdqtu8x7ypn5gxnngvxz,59,40,30959,5.6035625700185475e+23,1.3e+22,1e+16,normal
298,io10wc2t8akxxkn0se58282gt4j3gl7ngfv2954jj,52,21,14831,1.0210764160298134e+24,2.38e+22,1e+16,normal
299,io1w3cp260y60xzlgvhtk9yf79v8j0z0kyh6qxmpz,6,3,26016,1.6136489084e+22,1.158e+21,1e+16,normal
300,io1pg84e0mkuzvtnvmhgtpdgldvd5c8g5twmla86y,11,7,15981,4.340364575053165e+22,3.600334105582008e+21,1e+16,normal
301,io1jmsa2etmcjd7scadk8w54gzajzl54qt8n8sefk,24,11,22773,1.409204751963978e+24,1.1400066006910926e+23,1e+16,normal
302,io1p4e4r5y8wufn4z6r43hmamgnc500wukz5f8rjw,10,6,28288,6.463565823791398e+22,7.9e+21,1.3615e+16,normal
303,io1ely3pgkzt5nuaq36np3c43eudaxv73vdgpl8hh,11,9,22932,2.2354379954602104e+23,1.4e+22,1e+16,normal
304,io1n9t4ve4q48cqr8fvjm3453gtwu63n2avgld8gx,18,13,56912,1.1756443322458402e+23,2.14e+21,1e+16,normal
305,io155cc9ts0zmvtyk9reqklju0csfn47jn0j78556,16,14,23651,1.9365207268813527e+24,3.65e+22,1e+16,normal
306,io1agj2rjrywrt0tj9peajxzf3pmcmp96zx2u8lz2,7,6,19575,1.1032361506058705e+22,1.5e+21,1e+16,normal
307,io1w828tf25ydjqpnk8ht4lty99umzfsq88fwe2ap,12,2,1927448,4.7872831204e+22,1e+18,0.0,normal
308,io1m3s87z5c7vhfgk0ygjw4kxy4n4r42m5vq4gesd,9,6,11203,1.6666022845e+22,2.03e+21,1e+16,normal
309,io1sffxhxeul00aa6lz40wneqgrw5p9gvfujmynh3,10,10,36448,8.78551815034576e+22,4.36271476874313e+21,1e+16,normal
310,io1spuw29crdfny544l9mmet5s6qg263d9c7qqc4j,8,7,22112,3.210610878034893e+23,1.65e+22,1e+16,normal
311,io1t7zuavaak7rxtme7rgptwr9sx52z0l3u6qa6yq,6,5,39396,5.300788380544e+22,4.4e+21,1e+16,normal
312,io1ml2k37lcuempvxat5t6avhexht3anjhxsyv9pw,1,1,34053,1.091524587e+21,4.7061e+16,1.7967e+16,normal
313,io1f3g774268td2mv7zu3safx56mntsh3v39vrp64,6,7,10937,4.071145795248041e+23,2.4251306451529303e+22,1e+16,normal
314,io1rgwa22h66ney8sclpyrdqxwy4n0czjztc2rpu0,2,642,17633,8.652937880386776e+23,5.524257110327395e+22,0.0,normal
315,io13tah5zjqynp03rz2apcy7nrspkucg7v8ut2tjq,7,9,23045,4.729447334938921e+22,1.2635e+22,1.491e+16,normal
316,io1c5ntv6c5ynsw67lh0sum0dqrxw5muv98eqhgef,6,9,10283,2.1696679809846932e+25,7.2261e+22,1e+16,normal
317,io123a7vmay0geytz8en5a2hwkxe0qhf4qfzna67n,11,11,26769,3.881534974601521e+22,1.4e+21,1e+16,normal
318,io1lvemm43lz6np0hzcqlpk0kpxxww623z5hs4mwu,10507,19,281948,6.451999112215728e+25,1e+24,0.0,normal
319,io12mgttmfa2ffn9uqvn0yn37f4nz43d248l2ga85,1487,7,2727102,4.782607353331969e+26,1.5481003123082274e+23,0.0,normal
320,io1cgzwktxcv2ympehs54lj8lqfg5ewc0ktt45vfm,1574,1874,30233,1.0258616990402908e+25,2.0226355319416724e+23,0.0,normal
321,io138zvwuf9lh5sy7hr3tf070uamk9ngtd4f7drea,4,3,52629,8.457607478e+21,2.05e+21,0.0,normal
322,io1j9u0fmy20lm0uz8gfrh2c0wmuxjl43cdmgva4a,91,392,19000,9.550888472422753e+22,2.4388085343207616e+22,0.0,normal
323,io1532eslp0c6up0df0n0ujlx9ntr3nukk0gdpp6r,22,20,15762,1.5904757517215684e+23,1.95e+22,1e+16,normal
324,io1wjyh8srf5ufqzctpkam089fedj44j4v3pme0ql,41,20,10347,4.198533656953664e+22,4.5e+21,1e+16,normal
325,io1nfsrjm7aj4n5vhmlkdjfd2ysmaylgfwm97ndnz,6,8,12141,1.9712727587e+22,2.86e+21,1e+16,normal
326,io1exkhxgltev6320zdnn66nc9fn83fk53v0jfaqh,18,24,18714,1.0193501010553278e+24,2.08969764e+22,1e+16,normal
327,io1ulrfdvduy9x40n7j468cg5wlj44efc8qanhga9,32,16,46796,3.855510496745094e+24,1.841465e+24,1e+16,normal
328,io1d5u2prf9k7lkz3982g89a7cvq9csw2unvneh7a,51,17,10642,1.5219517662915163e+24,2.5176375346575324e+23,0.0,normal
329,io1s05myluuxe89rgzytdw6ajujglf5tdnucnen9f,17,9,24609,7.369533533910915e+23,5.74040239313624e+22,1e+16,normal
330,io170wy6spy47fr9azkhgzvlyjd25cxjt9yy6uryv,5,4,21408,1.396730868173e+22,1.18e+21,1e+16,normal
331,io1kw0hxcqqzc6wwnc5zjv0lspvevzgsxrq0kusg6,22,17,28049,8.380754814635838e+22,4.2e+21,1e+16,normal
332,io1694925h9r9q5sm0txcgftp4wft7p662xhrd7d4,8,7,23251,5.548622965868289e+22,2.75e+21,1e+16,normal
333,io13e2xuffqdd0pxun8qk7u556kqu4ry9wn52dhx9,2,2,16209,2.8181138282483133e+22,3.96535e+19,0.0,normal
334,io1k5tuuvzfshwz7vqxkdsgl48xmvet0elprn2r3j,7,9,18285,2.7873194836375287e+23,3.11942724e+22,1e+16,normal
335,io14sn863zdsv4d2u7jpwng3n7e5ntyma28hrkykq,7,4,100425,1.51264381544e+23,1.64e+22,1e+16,normal
336,io1lazgu98ef7rmq46l6lmenwj7mg03quunk4wkl7,14,12,13962,1.591532661672165e+22,3.6e+21,1e+16,normal
337,io1kfmnhw3xqxnuhgmkxkewm50kc57h5yryk37fd9,4,2,13883,5.677844627e+21,9.67e+20,1e+16,normal
338,io18qc7v5nel7g0ru3npakuuhadp5qtmvxhksp7y2,10,6,23247,6.818055338646238e+25,2e+23,1e+16,normal
339,io1qcltvhlns52zqtp6akqt6hwr8vw3afmaxxa3e9,7,7,11435,4.169288181069849e+25,2.9503939e+25,1e+16,normal
340,io1h49cfw0zcj63chk6awu08u6xem8kpr350r5p57,9,8,8864227,3.65995809164042e+26,1.3095e+25,0.0,normal
341,io1rveszk9q7jxdgvrpmtg7t7wsv5hl7xy65a62fa,6,4,12017,1.301466528667e+22,1.5e+21,1e+16,normal
342,io169u92vzx5qf6s50a4vaprqhq0d2mw7sud4hh3p,3,4,21811,3.604513512146e+22,2.677584714e+20,1e+16,normal
343,io1yamkpfn4r7vu074tyanepjpgepa88er0sa8yy6,4,4,18082,1.5564940983761862e+22,2.6e+21,1e+16,normal
344,io1dym7rhc4nwnqv9rkvaqxth08z2kfe9ypl5srv9,6,6,11434,5.999658016735308e+22,2.005e+22,1e+16,normal
345,io1hczhngp5nytjnl5tundmn0pvmp92gx2372cqdh,5,3,61220,8.671091428341e+22,3.52e+21,1e+16,normal
346,io1z00uveazs3594ptfdu6w4jje4mxgvgld5x2kql,4,7,17493,2.4303925850081057e+22,4.966959790379628e+21,1e+16,normal
347,io1gyzaujhdh44tarsw55pxtwk882kchnm2kldeys,3,6,91380,7.049640103299706e+24,2e+24,1.7015e+16,normal
348,io1w9pc6a67a2ma92l25m5f86dnx5cp5j8c6archp,1,2,18198,1.487221806e+22,1.088313e+18,1.75566e+17,normal
