Date,out_degree,frequency
2022-6,65,1
2022-6,69,1
2022-6,80,1
2022-6,107,1
2022-6,111,1
2022-6,117,1
2022-6,124,1
2022-6,142,1
2022-6,198,1
2022-6,207,1
2022-6,379,1
2022-6,620,1
2022-6,930,1
2022-6,1047,1
2022-6,1052,1
2022-6,1172,1
2022-6,1703,1
2022-6,2720,1
2022-6,6000,1
2022-6,16102,1
2022-7,1,4538
2022-7,2,9153
2022-7,3,1215
2022-7,4,416
2022-7,5,174
2022-7,6,90
2022-7,7,55
2022-7,8,39
2022-7,9,15
2022-7,10,15
2022-7,11,13
2022-7,12,3
2022-7,13,2
2022-7,14,3
2022-7,15,3
2022-7,16,3
2022-7,17,2
2022-7,18,4
2022-7,23,1
2022-7,24,1
2022-7,25,3
2022-7,26,1
2022-7,29,1
2022-7,31,1
2022-7,37,1
2022-7,38,1
2022-7,42,1
2022-7,44,2
2022-7,48,1
2022-7,57,1
2022-7,58,1
2022-7,62,1
2022-7,72,1
2022-7,76,1
2022-7,95,1
2022-7,118,1
2022-7,120,1
2022-7,133,1
2022-7,141,1
2022-7,168,1
2022-7,209,1
2022-7,291,1
2022-7,371,1
2022-7,400,1
2022-7,421,1
2022-7,563,1
2022-7,692,1
2022-7,855,1
2022-7,1036,1
2022-7,1057,1
2022-7,1321,1
2022-7,2248,1
2022-7,15977,1
2022-8,1,4555
2022-8,2,6949
2022-8,3,1083
2022-8,4,407
2022-8,5,179
2022-8,6,103
2022-8,7,61
2022-8,8,46
2022-8,9,16
2022-8,10,21
2022-8,11,12
2022-8,12,7
2022-8,13,4
2022-8,14,5
2022-8,15,7
2022-8,16,1
2022-8,17,2
2022-8,18,3
2022-8,19,2
2022-8,20,1
2022-8,22,1
2022-8,23,1
2022-8,25,3
2022-8,30,1
2022-8,31,1
2022-8,34,1
2022-8,36,1
2022-8,37,1
2022-8,39,1
2022-8,52,1
2022-8,58,1
2022-8,61,1
2022-8,83,1
2022-8,87,1
2022-8,93,1
2022-8,94,1
2022-8,97,1
2022-8,106,1
2022-8,115,1
2022-8,146,1
2022-8,163,1
2022-8,245,1
2022-8,279,1
2022-8,584,1
2022-8,731,1
2022-8,995,1
2022-8,1191,1
2022-8,1879,1
2022-8,1968,1
2022-8,15741,1
2022-9,1,2469
2022-9,2,1620
2022-9,3,251
2022-9,4,67
2022-9,5,24
2022-9,6,6
2022-9,7,5
2022-9,8,2
2022-9,9,1
2022-9,11,2
2022-9,12,2
2022-9,13,1
2022-9,14,1
2022-9,16,2
2022-9,18,1
2022-9,19,1
2022-9,23,1
2022-9,29,1
2022-9,34,1
2022-9,35,1
2022-9,36,1
2022-9,58,1
2022-9,66,1
2022-9,84,1
2022-9,97,1
2022-9,155,1
2022-9,240,1
2022-9,688,1
2022-9,703,1
2022-9,1019,1
2022-9,5193,1
