Date,recipient,in_degree
2021-9,io1hq74ue8jj04gv96agud6mv4y3hlakqk9ze7ajd,145
2021-9,io1wx4tlyflwdtulllm3gsqlngt6a2wsaq374vmzq,150
2021-9,io1cfzvdgcljxwalzpw3eggamp2kkz8nn5l4ejghu,151
2021-9,io1csljw63mgsmxr78z899jwvpgs5s42pt7jt8xaz,100
2021-9,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,146
2021-9,io1dprj6ezwam4d6jedss3934vdpysuhdfv52f5xz,211
2021-9,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,318
2021-9,io1x0uzahrmk7cusgw2w740x5rhks90qatjfm95xn,66
2021-9,io1efma8yjapk2ty0wc2vqs45hgv7ke8n4z6uypyz,135
2021-9,io1zx2kcrl8fwd9sas4txuqxe2kwx6k0sjnctypep,145
2021-9,io1z2g7622yu9f6mzgunpue68y9ad795sl9cwzwv0,226
2021-9,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,499
2021-9,io1gskxu6gr74vlhuarayyxyqsudncxn5w3gl2fgu,116
2021-9,io1kdw3nd36kqnmncmk2hk4n8tx6xq58td2p5rpqw,65
2021-9,io153eplmd39vtym8ca8rrj6777px2f2pr073azm7,120
2021-9,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,1158
2021-9,io1fz3fwy9tmul56sc5sc9yyt8j8mwldu4yppea8d,122
2021-9,io12s9f9hv4zsr7umy5hxt6g0k0xr4x6pxdp5w998,98
2021-9,io1s8g7psnhxts25f6zsjjatf8hn77huwamh5zw3m,86
2021-9,io1m4kcfv08n0mdla93fez49dsg30qawtmujdkhc6,91
2021-9,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,532
2021-9,io1x882d4q27vf0pqtpvdr9zh4pykgameplymavej,99
2021-9,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,304
2021-9,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,133
2021-9,io1gsr52ahqzklaf7flqar8r0269f2utkw9349qg8,52
2021-9,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,5158
2021-9,io15r6xppcukgyrdgasnly3lpk48c863q0qrgsfq6,125
2021-9,io1py66rz42qlc5ed3ygqctrnlnz44p5vs3udcndp,125
2021-9,io1qp00xg6a0x864a7k68l3wm7l9zggk5wv3wwtem,88
2021-9,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,333
2021-9,io1p7q5sflk2x7t7jt3ja0kad2m9dk9hj605n3f53,86
2021-9,io000000000000000000000000stakingprotocol,2916
2021-9,io18eprpnme35mkk5atmjwe9qadh0nedgumr0tqt0,55
2021-9,io1rzt8pkwey3ht3mzcy3taw77cgryaamtwydkg7m,105
2021-9,io1tccxwlxfv9p8nav9cujhf2c4f32dt34p2netz7,123
2021-9,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,3505
2021-9,io0000000000000000000000rewardingprotocol,27459
2021-9,io1j7hdpftlyq343mm3tr4p7p3cf3rhurvvz7jw9y,138
2021-9,io1h4tz6h8jcck6x9pasc4088kmdh6e53nelszjjl,100
2021-9,io1s6m4de7czjn2lhyhv9a6c7apyqmtytq8uey2uy,108
2021-9,io1dnhtquzh0s8627xelhpkhyp2dve4qvh2tcer6y,71
2021-9,io1js4dp60g72rtkmtk8a396crzqe5er6ls8rxp6q,100
2021-9,io1kwtjyq0n4c4nsfn9egffh55dq4n43klz0u77n7,51
2021-9,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,115
2022-1,io000000000000000000000000stakingprotocol,1958
2022-1,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,283
2022-1,io19ht8eyy3dauaq4y8es9sd0afuj9j4rqha9aeg7,538
2022-1,io1e8tanujmnqgemadjxqavphmtzhyc9wl4myeg6c,80
2022-1,io1j79ww3l799r648krjuqtj3dun7qllqpzezs0xp,167
2022-1,io1d0knj3apsqekq9c5c4fpphff930zhwqtps4a5g,51
2022-1,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,693
2022-1,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,418
2022-1,io1m4kcfv08n0mdla93fez49dsg30qawtmujdkhc6,110
2022-1,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,106
2022-1,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,544
2022-1,io146uqrwju7y3nk23hvkys6nu03jq5r7jr63k6xk,146
2022-1,io1p7q5sflk2x7t7jt3ja0kad2m9dk9hj605n3f53,51
2022-1,io1hphe04y5amuvd4scacsyjsv7ur8gg0eg8rtfjd,146
2022-1,io1ycqj379rzgvyhx6uh2z2slhhaq4hxtct9qln64,56
2022-1,io1ry8ewatn5gcxhvv76w7gc9a8zrja7fltewpdm7,212
2022-1,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,289
2022-1,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,320
2022-1,io1js67fwq04f679mrhp5f5mn4pkkg2fehmh7pkmq,87
2022-1,io15epkdqd395zfn2pgqduq2l7dd2umkxe6c2t5wj,80
2022-1,io10362gre3z75ej5np2gzh7dzz47h9a2pt9wf0z4,81
2022-1,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,183
2022-1,io1eccqkq92nsrx0pkkp87fv55ahmd2xzmkxpt677,109
2022-1,io12s9f9hv4zsr7umy5hxt6g0k0xr4x6pxdp5w998,110
2022-1,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,3692
2022-1,io1eckvge5za8rdtut54avcldynr2wqhe5wq2nyad,299
2022-1,io13thp6f7eq6y4e3m38q96tfymh4ppm4dqap72yq,285
2022-1,io0000000000000000000000rewardingprotocol,22460
2022-1,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,232
2022-1,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,2764
2022-1,io1f5zh23ua0rnz3zz6caazqjyx8dkljufdhvmfpd,161
2022-1,io15j3s8cv5t8rsshzlxnzr0rys0nth0wpjzk26ep,52
2022-2,io14pq9wxmxf3hwqqmup6nahq8lf37lfkjzp8nttw,251
2022-2,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,2384
2022-2,io000000000000000000000000stakingprotocol,1398
2022-2,io1ract4qwrykg90lvs9lhu62nhtxulef2j08qte9,115
2022-2,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,195
2022-2,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,259
2022-2,io1jatwj5wawm5n8c6yxnd5a5ufvj23ukytr0evfq,64
2022-2,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,2837
2022-2,io1eccqkq92nsrx0pkkp87fv55ahmd2xzmkxpt677,148
2022-2,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,133
2022-2,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,528
2022-2,io1js67fwq04f679mrhp5f5mn4pkkg2fehmh7pkmq,58
2022-2,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,92
2022-2,io1p7q5sflk2x7t7jt3ja0kad2m9dk9hj605n3f53,57
2022-2,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,174
2022-2,io12s9f9hv4zsr7umy5hxt6g0k0xr4x6pxdp5w998,93
2022-2,io18cpks205l4js7yzaqq8m6574xppvwes3kju86l,90
2022-2,io0000000000000000000000rewardingprotocol,19433
2022-2,io13thp6f7eq6y4e3m38q96tfymh4ppm4dqap72yq,90
2022-2,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,231
2022-2,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,228
2022-2,io1lhcayfrcqx0hyad9htz22wxl30ntrlvwr8w2xh,74
2022-2,io146uqrwju7y3nk23hvkys6nu03jq5r7jr63k6xk,112
2022-2,io1ry8ewatn5gcxhvv76w7gc9a8zrja7fltewpdm7,88
2022-2,io10362gre3z75ej5np2gzh7dzz47h9a2pt9wf0z4,138
2022-2,io1ycqj379rzgvyhx6uh2z2slhhaq4hxtct9qln64,68
2022-2,io1m4kcfv08n0mdla93fez49dsg30qawtmujdkhc6,127
2022-2,io13rraq9t6q3czz3vehgkw5jjzg0enhsznll9ngh,54
2022-2,io14sqfmwlu2njpady0cgh34kvjqtwkeu8d393kla,60
2022-2,io1eckvge5za8rdtut54avcldynr2wqhe5wq2nyad,270
2022-2,io1hphe04y5amuvd4scacsyjsv7ur8gg0eg8rtfjd,156
2022-3,io17q9xetyh66up5t5uvdwkvd8732ss28a03j75a8,54
2022-3,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,3498
2022-3,io1eckvge5za8rdtut54avcldynr2wqhe5wq2nyad,249
2022-3,io10362gre3z75ej5np2gzh7dzz47h9a2pt9wf0z4,74
2022-3,io1p7q5sflk2x7t7jt3ja0kad2m9dk9hj605n3f53,52
2022-3,io0000000000000000000000rewardingprotocol,22426
2022-3,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,147
2022-3,io1jatwj5wawm5n8c6yxnd5a5ufvj23ukytr0evfq,105
2022-3,io1hphe04y5amuvd4scacsyjsv7ur8gg0eg8rtfjd,159
2022-3,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,474
2022-3,io12s9f9hv4zsr7umy5hxt6g0k0xr4x6pxdp5w998,78
2022-3,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,397
2022-3,io1m4kcfv08n0mdla93fez49dsg30qawtmujdkhc6,75
2022-3,io1e8tanujmnqgemadjxqavphmtzhyc9wl4myeg6c,114
2022-3,io1uygqypnvwhugvxcmy5lrdzqaz0y6403zk9n4pk,145
2022-3,io1eccqkq92nsrx0pkkp87fv55ahmd2xzmkxpt677,128
2022-3,io1rl2z079wqd6aug8a0xl9fcg288v6rzkxyw2m6l,121
2022-3,io1meay9jhqgm93p5kspunkcd4uwfj5xxrepdmgw8,84
2022-3,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,174
2022-3,io000000000000000000000000stakingprotocol,1292
2022-3,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,131
2022-3,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,1106
2022-3,io19mrluu6h8r88x8j7s07cpumgqjn4rmpqp5k05h,50
2022-3,io146uqrwju7y3nk23hvkys6nu03jq5r7jr63k6xk,67
2022-3,io1f52veww8e2ad3tktm79fpfmhu52w6d5sp372du,54
2022-3,io13thp6f7eq6y4e3m38q96tfymh4ppm4dqap72yq,58
2022-3,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,90
2022-3,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,2626
2022-3,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,208
2022-3,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,158
2022-4,io1eccqkq92nsrx0pkkp87fv55ahmd2xzmkxpt677,124
2022-4,io1p7q5sflk2x7t7jt3ja0kad2m9dk9hj605n3f53,104
2022-4,io1gcyw7u2vsprhwyz5w46qnsdy2880345l4hvqd3,96
2022-4,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,3928
2022-4,io1w9h78zvyjkzcalnj654lxu9wa040uvr7sjrkjz,53
2022-4,io146uqrwju7y3nk23hvkys6nu03jq5r7jr63k6xk,120
2022-4,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,474
2022-4,io1gutls99g8ds5m63s9j2th9vjynsg59mz2nzk9g,51
2022-4,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,119
2022-4,io1eckvge5za8rdtut54avcldynr2wqhe5wq2nyad,214
2022-4,io13thp6f7eq6y4e3m38q96tfymh4ppm4dqap72yq,61
2022-4,io1hpnt365uvyrs63t0fmagm0e67aeu76paxfhf24,391
2022-4,io10gdls9qf8r884dtmla40xy70c2dk9s3p6yq0r3,58
2022-4,io1e8tanujmnqgemadjxqavphmtzhyc9wl4myeg6c,54
2022-4,io12s9f9hv4zsr7umy5hxt6g0k0xr4x6pxdp5w998,188
2022-4,io1hphe04y5amuvd4scacsyjsv7ur8gg0eg8rtfjd,149
2022-4,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,144
2022-4,io1m4kcfv08n0mdla93fez49dsg30qawtmujdkhc6,53
2022-4,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,1162
2022-4,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,2215
2022-4,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,105
2022-4,io0000000000000000000000rewardingprotocol,21048
2022-4,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,149
2022-4,io1vm624puwygq6x9k44ryzywqxuqu5vw6lkq8883,108
2022-4,io000000000000000000000000stakingprotocol,1502
2022-4,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,337
2022-4,io1ycqj379rzgvyhx6uh2z2slhhaq4hxtct9qln64,52
2022-4,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,140
2022-4,io10362gre3z75ej5np2gzh7dzz47h9a2pt9wf0z4,79
2022-5,io000000000000000000000000stakingprotocol,1221
2022-5,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,507
2022-5,io10362gre3z75ej5np2gzh7dzz47h9a2pt9wf0z4,81
2022-5,io1052s604n44atw5klykwff29tnrtsplqqkdajxf,150
2022-5,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,1920
2022-5,io1jatwj5wawm5n8c6yxnd5a5ufvj23ukytr0evfq,65
2022-5,io1gutls99g8ds5m63s9j2th9vjynsg59mz2nzk9g,56
2022-5,io0000000000000000000000rewardingprotocol,17424
2022-5,io1hpnt365uvyrs63t0fmagm0e67aeu76paxfhf24,534
2022-5,io13dvvygjmjtemxfft93vxptpyph8q29e0n22839,103
2022-5,io12s9f9hv4zsr7umy5hxt6g0k0xr4x6pxdp5w998,106
2022-5,io1eccqkq92nsrx0pkkp87fv55ahmd2xzmkxpt677,78
2022-5,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,140
2022-5,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,287
2022-5,io1gcyw7u2vsprhwyz5w46qnsdy2880345l4hvqd3,122
2022-5,io1v7r4n8p6r43cfdjprehhlrl9zsph8mza0jfzkm,53
2022-5,io1sckq3avs8mf04a90ldtvp8zxgm5j38cu5desmh,60
2022-5,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,2478
2022-5,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,1122
2022-5,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,113
2022-5,io1ugnjguujd4p5ttxaqzneq2vv835272fck4k0h6,165
2022-5,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,155
2022-5,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,79
2022-5,io10gdls9qf8r884dtmla40xy70c2dk9s3p6yq0r3,64
2022-5,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,78
2022-5,io1hphe04y5amuvd4scacsyjsv7ur8gg0eg8rtfjd,117
2022-5,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,130
2022-5,io1vm624puwygq6x9k44ryzywqxuqu5vw6lkq8883,115
2022-6,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,1592
2022-6,io000000000000000000000000stakingprotocol,1001
2022-6,io1hpnt365uvyrs63t0fmagm0e67aeu76paxfhf24,357
2022-6,io1k5tn6ty0peeqhh0pcvq4egec6p0f0g3mn0rve6,54
2022-6,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,189
2022-6,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,80
2022-6,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,86
2022-6,io1052s604n44atw5klykwff29tnrtsplqqkdajxf,55
2022-6,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,1109
2022-6,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,100
2022-6,io1frqjg03khc0ar82k3kwau7605lcr9wyhvs9fte,53
2022-6,io0000000000000000000000rewardingprotocol,14365
2022-6,io1d0knj3apsqekq9c5c4fpphff930zhwqtps4a5g,152
2022-6,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,300
2022-6,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,76
2022-6,io1ugnjguujd4p5ttxaqzneq2vv835272fck4k0h6,124
2022-6,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,1445
2022-6,io1hphe04y5amuvd4scacsyjsv7ur8gg0eg8rtfjd,56
2022-6,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,66
2022-6,io10362gre3z75ej5np2gzh7dzz47h9a2pt9wf0z4,58
2022-6,io12dnp43l9pm30ua09lm7umpp05vdtr9xfjag5s4,82
2022-6,io12s9f9hv4zsr7umy5hxt6g0k0xr4x6pxdp5w998,74
2022-6,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,61
2022-7,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,118
2022-7,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,346
2022-7,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,61
2022-7,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,71
2022-7,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,1580
2022-7,io174uwt3kmp2uew89s34pj5elk5mn7425rcuskzw,72
2022-7,io1vndsfylqrr2guujtsqkjs9rm6l8rny47nuu944,200
2022-7,io156hqwlef8d0ee3hn82yr2ru748dj3xk3z9kauv,242
2022-7,io1zs9rdxycxasxfamng8u7ys3svkxytw9khjp48n,405
2022-7,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,97
2022-7,io1dla3pceapauxzh8kqtypju59wjy39fuy6r7h5j,234
2022-7,io1rwu5hfm97x365m6gpkmua26vv4dd82qlntmp6g,93
2022-7,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,1218
2022-7,io0000000000000000000000rewardingprotocol,15695
2022-7,io1ugnjguujd4p5ttxaqzneq2vv835272fck4k0h6,138
2022-7,io000000000000000000000000stakingprotocol,971
2022-7,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,59
2022-7,io1xwp0fs6shjf98lgwtaf48ud9z6g676xl4679wq,183
2022-7,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,348
2022-7,io1gutls99g8ds5m63s9j2th9vjynsg59mz2nzk9g,144
2022-7,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,101
2022-7,io13thp6f7eq6y4e3m38q96tfymh4ppm4dqap72yq,109
2022-7,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,71
2022-7,io1hpnt365uvyrs63t0fmagm0e67aeu76paxfhf24,643
2022-7,io12s9f9hv4zsr7umy5hxt6g0k0xr4x6pxdp5w998,79
2022-8,io1zzphznrur03vpe9cqagz9s7xg392us96pxpsa5,63
2022-8,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,1249
2022-8,io16alj8sw7pt0d5wv22gdyphuyz9vas5dk8czk88,57
2022-8,io1he2uzmvedelr3q09s00h8fekj7qxtnzsnnweu2,294
2022-8,io1zjlng7je02kxyvjq4eavswp6uxvfvcnh2a0a3d,109
2022-8,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,323
2022-8,io156hqwlef8d0ee3hn82yr2ru748dj3xk3z9kauv,175
2022-8,io15qr5fzpxsnp7garl4m7k355rafzqn8grrm0grz,54
2022-8,io0000000000000000000000rewardingprotocol,13420
2022-8,io13thp6f7eq6y4e3m38q96tfymh4ppm4dqap72yq,83
2022-8,io1xwp0fs6shjf98lgwtaf48ud9z6g676xl4679wq,60
2022-8,io10362gre3z75ej5np2gzh7dzz47h9a2pt9wf0z4,67
2022-8,io1gutls99g8ds5m63s9j2th9vjynsg59mz2nzk9g,94
2022-8,io1ugnjguujd4p5ttxaqzneq2vv835272fck4k0h6,106
2022-8,io1p5rs093e2te0hfva6phjksj6eeqtfyh78wmd5f,61
2022-8,io000000000000000000000000stakingprotocol,836
2022-8,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,961
2022-8,io17rkla3gl5r5my9p4r8zz2q08zvzpl7ljga3xrj,74
2022-8,io1hpnt365uvyrs63t0fmagm0e67aeu76paxfhf24,522
2022-8,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,172
2022-8,io1jfvca9kkp5n8p0h5fj7alkx0yvp32dr6y23zzp,282
2022-9,io000000000000000000000000stakingprotocol,219
2022-9,io0000000000000000000000rewardingprotocol,4417
2022-9,io1zqqsa9y88e3s8dvuy38eywv8nee9pzu7ycwrgr,51
2022-9,io1hpnt365uvyrs63t0fmagm0e67aeu76paxfhf24,154
2022-9,io1jh933zymj69t4wu3qnes4adnzz7sql7cmlj5p9,332
2022-9,io1gk58vkzyahe8uswgfu5d0wt34m9vrswghdkpja,50
2022-9,io129wzcdwrajpvxzhlchkqdk56xrhspp6pdu43qx,245
2022-9,io1z37d4c4l06qfh9uf45rktzvuq6ekr3ww6tju03,83
