Date,sender,out_degree
2021-6,KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB,1276
2021-6,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,1190
2021-6,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,968
2021-6,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,1491
2021-6,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,9481
2021-6,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1206
2021-6,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,1362
2021-6,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,890
2021-6,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,577
2021-6,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,747
2021-6,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,1147
2021-6,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,1563
2021-6,tz1TDSLd4eMT7QSwKfw4wB3ua4UoVuayJJo5,714
2021-6,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,21120
2021-6,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,3527
2021-6,tz1Zrqm4TkJwqTxm5TiyVFh6taXG4Wrq7tko,1304
2021-6,tz1TDSxFVDJhi2kttgM45PmhkpWRzfhqAozy,713
2021-6,tz1M8U9MNBPt3gwogzvNqaF5L8tkwWgAFBUF,1579
2021-6,tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,722
2021-6,tz1TDSahjxEYPazcsrzxyX2gHqTzFvkcwUrP,720
2021-6,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,2633
2021-6,tz1XwJTLycM7mfDNamzsh2y7TdsnNTwZiDAa,1635
2021-6,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,40080
2021-6,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,3481
2021-6,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,5521
2021-6,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1154
2021-6,KT1FG63hhFtMEEEtmBSX2vuFmP87t9E7Ab4t,605
2021-6,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,896
2021-6,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,994
2021-6,KT1RRgK6eXvCWCiEGWhRZCSVGzhDzwXEEjS4,587
2021-6,tz1TDSjPFStYcD8cr4JyWyyqwBt1M9WARvme,722
2021-6,tz1TDSWesFo3EAzSUEyYJosdP9hRbDxk94Ua,703
2021-6,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,2615
2021-6,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,2563
2021-6,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,648
2021-6,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,770
2021-7,tz1XwJTLycM7mfDNamzsh2y7TdsnNTwZiDAa,1608
2021-7,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,881
2021-7,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,656
2021-7,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,5180
2021-7,tz1SebuhdgF39y5JGVKx4k9i2aj99VDG6eST,793
2021-7,tz1TDSjPFStYcD8cr4JyWyyqwBt1M9WARvme,794
2021-7,KT1J3wTYb4xk5BsSBkg6ML55bX1xq7desS34,1448
2021-7,tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,791
2021-7,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,1565
2021-7,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,2032
2021-7,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,2042
2021-7,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,704
2021-7,tz1TDSahjxEYPazcsrzxyX2gHqTzFvkcwUrP,787
2021-7,tz1TDSNJcq2sKtxjRBdMoqkr72yaVWFJiTrN,782
2021-7,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1319
2021-7,tz1TDSDUUe2Pc5UqR7ZKmyS5URaL6EdtEh1b,800
2021-7,tz1TDS7BsNWczhiq1qGGfDxioY2d2WQxvahe,794
2021-7,tz1iuZ76cLaaca8Dh4soYEHjYeVb5vHmmP5Z,533
2021-7,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1150
2021-7,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,4916
2021-7,tz1TDSi2iE2pAzvTAXKq6raSbDuPiShh5wgu,790
2021-7,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,987
2021-7,tz1M8U9MNBPt3gwogzvNqaF5L8tkwWgAFBUF,1554
2021-7,KT1DgbAE84xno2wdaEgeYpZkFZMs5fskAgP7,666
2021-7,tz1TDSN5XSVRFSLsQVUHdzBKvYkPRrFySpRJ,795
2021-7,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1128
2021-7,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,3822
2021-7,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,9118
2021-7,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,632
2021-7,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,2547
2021-7,tz1Zrqm4TkJwqTxm5TiyVFh6taXG4Wrq7tko,1375
2021-7,tz1TDSxFVDJhi2kttgM45PmhkpWRzfhqAozy,787
2021-7,KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,1284
2021-7,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,2005
2021-7,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,768
2021-7,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,42371
2021-7,KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB,631
2021-7,tz1LJycSuCT25AA5VJwNW1QYXVGyy7YLwZh9,508
2021-7,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,622
2021-7,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,689
2021-7,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,1797
2021-7,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,662
2021-7,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,610
2021-7,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,1015
2021-7,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,747
2021-7,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,950
2021-7,tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,791
2021-7,tz1TDSR4jhfb1LHeusVGMRBjZaLH6xAQWMfG,781
2021-7,tz1TDShnpCSsLVJkBW29wNetEFFYeeNxMSVf,794
2021-7,KT1BgezWwHBxA9NrczwK9x3zfgFnUkc7JJ4b,607
2021-7,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,15646
2021-7,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,2028
2021-7,tz1g4o4a2wxpzJ7EgG3onFM5TLaPyiRFjFhL,946
2021-7,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,1007
2021-7,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,1560
2021-7,KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,1629
2021-7,tz1TDSWesFo3EAzSUEyYJosdP9hRbDxk94Ua,783
2021-7,KT1KnuE87q1EKjPozJ5sRAjQA24FPsP57CE3,1262
2021-7,KT1FHiJmJUgZMPtv5F8M4ZEa6cb1D9Lf758T,514
2021-7,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,917
2021-7,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,1422
2021-7,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,802
2021-7,KT1Gdix8LoDoQng7YqdPNhdP5V7JRX8FqWvM,578
2021-7,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,552
2021-7,tz1TDSLd4eMT7QSwKfw4wB3ua4UoVuayJJo5,789
2021-8,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,832
2021-8,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,678
2021-8,tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,650
2021-8,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,43589
2021-8,tz1Zrqm4TkJwqTxm5TiyVFh6taXG4Wrq7tko,1351
2021-8,KT1X3zxdTzPB9DgVzA3ad6dgZe9JEamoaeRy,2876
2021-8,KT1KnuE87q1EKjPozJ5sRAjQA24FPsP57CE3,1125
2021-8,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,1739
2021-8,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,728
2021-8,tz1iuZ76cLaaca8Dh4soYEHjYeVb5vHmmP5Z,547
2021-8,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,999
2021-8,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,7313
2021-8,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,10111
2021-8,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,1814
2021-8,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,608
2021-8,tz1TDShnpCSsLVJkBW29wNetEFFYeeNxMSVf,651
2021-8,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1079
2021-8,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,1824
2021-8,tz1TDSLd4eMT7QSwKfw4wB3ua4UoVuayJJo5,653
2021-8,tz1TDSjPFStYcD8cr4JyWyyqwBt1M9WARvme,652
2021-8,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,568
2021-8,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,1739
2021-8,KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,1591
2021-8,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,552
2021-8,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,919
2021-8,tz1TDSN5XSVRFSLsQVUHdzBKvYkPRrFySpRJ,650
2021-8,tz1TDSDUUe2Pc5UqR7ZKmyS5URaL6EdtEh1b,666
2021-8,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,4089
2021-8,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,1566
2021-8,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,516
2021-8,tz1TDSahjxEYPazcsrzxyX2gHqTzFvkcwUrP,647
2021-8,tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,656
2021-8,tz1M8U9MNBPt3gwogzvNqaF5L8tkwWgAFBUF,1543
2021-8,tz1TDSNJcq2sKtxjRBdMoqkr72yaVWFJiTrN,650
2021-8,tz1YEF3iQydxFfcuGVnzUbt9N7ike6Yzvph8,2502
2021-8,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,800
2021-8,tz1UxvDczuyHeExtocH5uuxGMqXcF8tDmYg9,2092
2021-8,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,547
2021-8,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,611
2021-8,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,991
2021-8,tz1TDSWesFo3EAzSUEyYJosdP9hRbDxk94Ua,653
2021-8,tz1TDSi2iE2pAzvTAXKq6raSbDuPiShh5wgu,656
2021-8,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,16955
2021-8,KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB,550
2021-8,tz1TDSxFVDJhi2kttgM45PmhkpWRzfhqAozy,649
2021-8,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,590
2021-8,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,729
2021-8,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,554
2021-8,KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,702
2021-8,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,1562
2021-8,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,1821
2021-8,tz1SebuhdgF39y5JGVKx4k9i2aj99VDG6eST,684
2021-8,tz1g4o4a2wxpzJ7EgG3onFM5TLaPyiRFjFhL,876
2021-8,KT1KY2x1XrWykYd2dbBNXfE6tVUU3eYNB4wo,596
2021-8,tz1VQnqCCqX4K5sP3FNkVSNKTdCAMJDd3E1n,513
2021-8,tz1TDS7BsNWczhiq1qGGfDxioY2d2WQxvahe,651
2021-8,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,2467
2021-8,tz1TDSR4jhfb1LHeusVGMRBjZaLH6xAQWMfG,654
2021-8,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,4296
2021-8,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,1551
2021-8,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,831
2021-8,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1189
2021-8,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1114
2021-8,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,841
2021-8,tz1XwJTLycM7mfDNamzsh2y7TdsnNTwZiDAa,1586
2021-9,tz1hTJnYMKSDUv55yREM8ezmC5nsdbPUWao7,510
2021-9,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,941
2021-9,tz1g4o4a2wxpzJ7EgG3onFM5TLaPyiRFjFhL,1032
2021-9,tz1aJ34EpQnBV3gwPwFbSs2TB6WbdbFTzto8,2273
2021-9,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,4353
2021-9,KT1J3wTYb4xk5BsSBkg6ML55bX1xq7desS34,688
2021-9,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,816
2021-9,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,841
2021-9,tz1egoxWxfhwm94YrK5nB5BdyBjnEVm2kSzx,1014
2021-9,tz1WpH8peQDkYFhkuKw17KnrT4uWvAKKULwh,1590
2021-9,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,46733
2021-9,tz1VQnqCCqX4K5sP3FNkVSNKTdCAMJDd3E1n,612
2021-9,KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB,859
2021-9,KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,2301
2021-9,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,982
2021-9,KT1Gdix8LoDoQng7YqdPNhdP5V7JRX8FqWvM,877
2021-9,tz1Zrqm4TkJwqTxm5TiyVFh6taXG4Wrq7tko,1385
2021-9,KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,1412
2021-9,KT1XjcRq5MLAzMKQ3UHsrue2SeU2NbxUrzmU,1609
2021-9,tz1MRssJTFokjJ4WHAY63wFTufQ8qpxZJtvU,879
2021-9,tz1am2nmU1cJmoPViB6MDM6kQHU6LAivipay,621
2021-9,KT1KnuE87q1EKjPozJ5sRAjQA24FPsP57CE3,1166
2021-9,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,1826
2021-9,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,722
2021-9,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,2521
2021-9,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,63721
2021-9,tz1hjem5Rpf4KAVbwMLJet75TDb8HjAKnTYk,644
2021-9,KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb,824
2021-9,tz1dPMpQ4zEgdngrPbwywAowzfbandTQ1dDK,587
2021-9,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,14168
2021-9,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,4300
2021-9,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,1035
2021-9,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,1606
2021-9,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,1061
2021-9,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,646
2021-9,tz1aAx4kKinngvm7RBEZsse31x45CmnzPRwV,652
2021-9,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,1251
2021-9,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,1276
2021-9,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,1964
2021-9,tz1VeaJWkdr2m5YaKFgeAafenhHhDcMxWfHC,672
2021-9,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1301
2021-9,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,834
2021-9,KT1U2hs5eNdeCpHouAvQXGMzGFGJowbhjqmo,502
2021-9,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,1815
2021-9,tz2FqBRA1yPQLo4JXfMCT1dFWbFpFE4Tq3bm,839
2021-9,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,506
2021-9,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,2311
2021-9,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,1303
2021-9,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,3943
2021-9,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,2635
2021-9,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,4260
2021-9,tz1XwJTLycM7mfDNamzsh2y7TdsnNTwZiDAa,1598
2021-9,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,1310
2021-9,KT1X3zxdTzPB9DgVzA3ad6dgZe9JEamoaeRy,2982
2021-9,tz1MHDcPPMZsK9mPA8XwUSw5kNqoJG3pXJ2f,572
2021-9,KT1KY2x1XrWykYd2dbBNXfE6tVUU3eYNB4wo,1126
2021-9,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,4290
2021-9,tz1M8U9MNBPt3gwogzvNqaF5L8tkwWgAFBUF,1505
2021-9,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,1145
2021-9,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1120
2021-9,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,26249
2021-9,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1318
2021-9,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,2015
2021-9,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,4064
2021-9,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,4650
2022-1,KT1XCoGnfupWk7Sp8536EfrxcP73LmT68Nyr,1249
2022-1,KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,649
2022-1,KT1Xo5B7PNBAeynZPmca4bRh6LQow4og1Zb9,3672
2022-1,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,1087
2022-1,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,2062
2022-1,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,1130
2022-1,tz1hTJnYMKSDUv55yREM8ezmC5nsdbPUWao7,738
2022-1,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,18538
2022-1,KT1XjcRq5MLAzMKQ3UHsrue2SeU2NbxUrzmU,4305
2022-1,KT1X3zxdTzPB9DgVzA3ad6dgZe9JEamoaeRy,938
2022-1,KT1D9PA7tvuCe9XnDskd2F67XwdrT4ueqjGe,883
2022-1,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,1445
2022-1,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,625
2022-1,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,3881
2022-1,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,839
2022-1,tz2FqBRA1yPQLo4JXfMCT1dFWbFpFE4Tq3bm,1219
2022-1,tz1Xq26ADBLmeMvHd82s3Nxdst2RvvxYwWuZ,1228
2022-1,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,980
2022-1,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,1062
2022-1,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,52445
2022-1,KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb,907
2022-1,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,1139
2022-1,KT1KnuE87q1EKjPozJ5sRAjQA24FPsP57CE3,645
2022-1,KT1UEKu6Bd6JXs9wUWubYQ1FjQcNK2Mbgrrj,990
2022-1,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,1012
2022-1,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,1060
2022-1,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1191
2022-1,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,3905
2022-1,tz1XwJTLycM7mfDNamzsh2y7TdsnNTwZiDAa,1892
2022-1,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,2536
2022-1,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,2284
2022-1,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1020
2022-1,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,4039
2022-1,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,1104
2022-1,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,1830
2022-1,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,1231
2022-1,tz1ishhN8DcGqmqurJ3aZqxXCnFM49x8vT3F,1249
2022-1,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,1082
2022-1,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,17859
2022-1,tz1Xs1sGyKEKHt1anVWkd7ov2qNufFLMrFrE,16200
2022-1,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1432
2022-1,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,1308
2022-1,tz1hjem5Rpf4KAVbwMLJet75TDb8HjAKnTYk,837
2022-1,tz1RiSGsJwcN6roErVt4D3mfSCYSaWYWP9q8,550
2022-1,KT1Dn3sambs7KZGW88hH2obZeSzfmCmGvpFo,634
2022-1,KT1N2oby9tYmv5tjkGD1KyVzkDRCmgDkXgSD,1062
2022-1,tz1am2nmU1cJmoPViB6MDM6kQHU6LAivipay,899
2022-1,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,12031
2022-1,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,3927
2022-1,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,7274
2022-1,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,800
2022-1,tz1aJ34EpQnBV3gwPwFbSs2TB6WbdbFTzto8,735
2022-1,KT1NUrzs7tiT4VbNPqeTxgAFa4SXeV1f3xe9,1477
2022-1,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,2341
2022-1,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,5638
2022-1,tz1M8U9MNBPt3gwogzvNqaF5L8tkwWgAFBUF,1477
2022-1,tz1aAx4kKinngvm7RBEZsse31x45CmnzPRwV,648
2022-1,tz1WpH8peQDkYFhkuKw17KnrT4uWvAKKULwh,2146
2022-1,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,2499
2022-1,tz1VQnqCCqX4K5sP3FNkVSNKTdCAMJDd3E1n,869
2022-1,KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,629
2022-1,tz1MHDcPPMZsK9mPA8XwUSw5kNqoJG3pXJ2f,674
2022-1,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,3723
2022-1,tz1XWEi47p85eUwRZk2Xsp9VobSwUFq7GYKi,594
2022-1,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,820
2022-1,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,1198
2022-1,tz1VeaJWkdr2m5YaKFgeAafenhHhDcMxWfHC,1549
2022-1,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,2170
2022-1,KT19g5hey69CiXRbhRzJEwvuJ95RgVLzS3TP,563
2022-2,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,7518
2022-2,KT1GyRAJNdizF1nojQz62uGYkx8WFRUJm9X5,702
2022-2,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,1229
2022-2,tz1hTJnYMKSDUv55yREM8ezmC5nsdbPUWao7,792
2022-2,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1432
2022-2,tz1RiSGsJwcN6roErVt4D3mfSCYSaWYWP9q8,741
2022-2,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,579
2022-2,KT1WvzYHCNBvDSdwafTHv7nJ1dWmZ8GCYuuC,15876
2022-2,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,2987
2022-2,tz1XWEi47p85eUwRZk2Xsp9VobSwUFq7GYKi,1469
2022-2,KT1XjcRq5MLAzMKQ3UHsrue2SeU2NbxUrzmU,2234
2022-2,tz1am2nmU1cJmoPViB6MDM6kQHU6LAivipay,973
2022-2,tz1M8U9MNBPt3gwogzvNqaF5L8tkwWgAFBUF,1467
2022-2,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,16349
2022-2,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,1254
2022-2,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,535
2022-2,tz1VQnqCCqX4K5sP3FNkVSNKTdCAMJDd3E1n,747
2022-2,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,847
2022-2,KT18p94vjkkHYY3nPmernmgVR7HdZFzE7NAk,1122
2022-2,KT1QcZ81mxhYutPCA7WeVAd7Ko1etWJBuRqQ,839
2022-2,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,2052
2022-2,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,2965
2022-2,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,1068
2022-2,tz2FqBRA1yPQLo4JXfMCT1dFWbFpFE4Tq3bm,912
2022-2,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,2951
2022-2,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,2484
2022-2,tz1MHDcPPMZsK9mPA8XwUSw5kNqoJG3pXJ2f,1005
