Date,sender,out_degree
2021-12,tz1XbtFaRFbfc8aWehFBGrTxfxGuTqtNcoVZ,503
2021-12,KT1Aq4wWmVanpQhq4TTfjZXB5AjFpx15iQMM,4340
2021-12,tz1VQnqCCqX4K5sP3FNkVSNKTdCAMJDd3E1n,962
2021-12,tz1egoxWxfhwm94YrK5nB5BdyBjnEVm2kSzx,538
2021-12,tz1Xs1sGyKEKHt1anVWkd7ov2qNufFLMrFrE,11914
2021-12,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,5738
2021-12,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,4163
2021-12,KT1WxgZ1ZSfMgmsSDDcUn8Xn577HwnQ7e1Lb,822
2021-12,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,1255
2021-12,tz2FqBRA1yPQLo4JXfMCT1dFWbFpFE4Tq3bm,1273
2021-12,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,6598
2021-12,KT1HbQepzV1nVGg8QVznG7z4RcHseD5kwqBn,12217
2021-12,KT1Xo5B7PNBAeynZPmca4bRh6LQow4og1Zb9,3173
2021-12,tz1hTJnYMKSDUv55yREM8ezmC5nsdbPUWao7,718
2021-12,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,1277
2021-12,KT1N2oby9tYmv5tjkGD1KyVzkDRCmgDkXgSD,1005
2021-12,KT1KnuE87q1EKjPozJ5sRAjQA24FPsP57CE3,547
2021-12,KT1XjcRq5MLAzMKQ3UHsrue2SeU2NbxUrzmU,3772
2021-12,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,1145
2021-12,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,869
2021-12,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1170
2021-12,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,1272
2021-12,tz1VeaJWkdr2m5YaKFgeAafenhHhDcMxWfHC,1535
2021-12,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,801
2021-12,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,4170
2021-12,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,2437
2021-12,KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,851
2021-12,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,52093
2021-12,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,1602
2021-12,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,3862
2021-12,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,1205
2021-12,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,874
2021-12,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,19750
2021-12,tz1am2nmU1cJmoPViB6MDM6kQHU6LAivipay,917
2021-12,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,2516
2021-12,KT1AEVuykWeuuFX7QkEAMNtffzwhe1Z98hJS,1114
2021-12,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,1164
2021-12,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,949
2021-12,KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,761
2021-12,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,2499
2021-12,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1404
2021-12,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,989
2021-12,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,1003
2021-12,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,2505
2021-12,KT1FvqJwEDWb1Gwc55Jd1jjTHRVWbYKUUpyq,15341
2021-12,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,1548
2021-12,KT1D9PA7tvuCe9XnDskd2F67XwdrT4ueqjGe,967
2021-12,tz1M8U9MNBPt3gwogzvNqaF5L8tkwWgAFBUF,1500
2021-12,KT1T4LkugXZ1byhaSXJjeAM9hNjtsHwo31gY,577
2021-12,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,1111
2021-12,tz1grfW18aeMQ5kajyVxM7rewzXhWGLsXUtY,908
2021-12,tz1aAx4kKinngvm7RBEZsse31x45CmnzPRwV,534
2021-2,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,2204
2021-2,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,15858
2021-2,tz3adcvQaKXTCg12zbninqo3q8ptKKtDFTLv,558
2021-2,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,1370
2021-2,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,1839
2021-2,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,3781
2021-2,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,837
2021-2,tz1dXCHSN8uwnappk4uet1WQeuvbaJog4Jwi,2225
2021-2,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,3677
2021-2,tz1TDSi2iE2pAzvTAXKq6raSbDuPiShh5wgu,912
2021-2,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,1387
2021-2,tz1TDSahjxEYPazcsrzxyX2gHqTzFvkcwUrP,922
2021-2,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,763
2021-2,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,848
2021-2,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,1185
2021-2,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,2415
2021-2,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,689
2021-2,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,896
2021-2,tz1TDS7BsNWczhiq1qGGfDxioY2d2WQxvahe,923
2021-2,tz1TDSDUUe2Pc5UqR7ZKmyS5URaL6EdtEh1b,917
2021-2,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,1350
2021-2,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,22546
2021-2,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,746
2021-2,tz1hTJnYMKSDUv55yREM8ezmC5nsdbPUWao7,535
2021-2,tz1TDSLd4eMT7QSwKfw4wB3ua4UoVuayJJo5,911
2021-2,tz1cNARmnRRrvZgspPr2rSTUWq5xtGTuKuHY,2441
2021-2,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1516
2021-2,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1301
2021-2,tz1VTcr81kqzeskt6DX9Jd1xTRahJtAttj1Z,506
2021-2,tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,927
2021-2,tz1dPMpQ4zEgdngrPbwywAowzfbandTQ1dDK,834
2021-2,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,71180
2021-2,tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,921
2021-2,tz1TDSR4jhfb1LHeusVGMRBjZaLH6xAQWMfG,927
2021-2,tz1UQvdfQ2cwyDa6k6U62mkHWeULwBqCcJwN,768
2021-2,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,851
2021-2,tz1TDSjPFStYcD8cr4JyWyyqwBt1M9WARvme,911
2021-2,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,1783
2021-2,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,616
2021-2,tz1g4o4a2wxpzJ7EgG3onFM5TLaPyiRFjFhL,776
2021-2,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,1461
2021-2,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,1350
2021-2,tz1TDSN5XSVRFSLsQVUHdzBKvYkPRrFySpRJ,910
2021-2,tz1TDSNJcq2sKtxjRBdMoqkr72yaVWFJiTrN,922
2021-2,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,3659
2021-2,tz1iuZ76cLaaca8Dh4soYEHjYeVb5vHmmP5Z,506
2021-2,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,1079
2021-2,tz1MRssJTFokjJ4WHAY63wFTufQ8qpxZJtvU,767
2021-2,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1564
2021-2,tz2LKitkzuQko37bKETuXUSmFkgCfx1Huvmp,1879
2021-2,tz1c2yBQNrofzKvKLouC9TqHELSnh64fm8dn,1202
2021-2,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,3620
2021-2,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,1327
2021-2,tz1SUREnFpoXFfEm2ikWSBFY4n6ivf13hp8Q,1288
2021-2,tz1TDSxFVDJhi2kttgM45PmhkpWRzfhqAozy,908
2021-2,tz1TDSWesFo3EAzSUEyYJosdP9hRbDxk94Ua,904
2021-2,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,720
2021-2,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,3574
2021-2,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,1457
2021-2,tz1Zrqm4TkJwqTxm5TiyVFh6taXG4Wrq7tko,1581
2021-2,tz1TDShnpCSsLVJkBW29wNetEFFYeeNxMSVf,917
2021-3,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,2883
2021-3,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,2910
2021-3,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,1553
2021-3,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1404
2021-3,tz1dXCHSN8uwnappk4uet1WQeuvbaJog4Jwi,2312
2021-3,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,1630
2021-3,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,920
2021-3,tz1MRssJTFokjJ4WHAY63wFTufQ8qpxZJtvU,1065
2021-3,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,1175
2021-3,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,877
2021-3,tz1UQvdfQ2cwyDa6k6U62mkHWeULwBqCcJwN,545
2021-3,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,3292
2021-3,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,1458
2021-3,tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,835
2021-3,tz1TDSjPFStYcD8cr4JyWyyqwBt1M9WARvme,836
2021-3,tz1TDSLd4eMT7QSwKfw4wB3ua4UoVuayJJo5,844
2021-3,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,1501
2021-3,tz1Zrqm4TkJwqTxm5TiyVFh6taXG4Wrq7tko,1531
2021-3,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,15046
2021-3,tz1cNARmnRRrvZgspPr2rSTUWq5xtGTuKuHY,2434
2021-3,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,2929
2021-3,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,782
2021-3,tz1TDSDUUe2Pc5UqR7ZKmyS5URaL6EdtEh1b,859
2021-3,tz1TDShnpCSsLVJkBW29wNetEFFYeeNxMSVf,830
2021-3,tz1TDSxFVDJhi2kttgM45PmhkpWRzfhqAozy,838
2021-3,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,581
2021-3,tz1c2yBQNrofzKvKLouC9TqHELSnh64fm8dn,1602
2021-3,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,1284
2021-3,tz1g4o4a2wxpzJ7EgG3onFM5TLaPyiRFjFhL,1011
2021-3,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,2931
2021-3,tz1TDSR4jhfb1LHeusVGMRBjZaLH6xAQWMfG,843
2021-3,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,854
2021-3,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,507
2021-3,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,2526
2021-3,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,759
2021-3,tz1TDSahjxEYPazcsrzxyX2gHqTzFvkcwUrP,835
2021-3,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1689
2021-3,tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,844
2021-3,tz1TDS7BsNWczhiq1qGGfDxioY2d2WQxvahe,840
2021-3,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,37650
2021-3,tz1VTcr81kqzeskt6DX9Jd1xTRahJtAttj1Z,561
2021-3,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1334
2021-3,tz1TDSi2iE2pAzvTAXKq6raSbDuPiShh5wgu,850
2021-3,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,1121
2021-3,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,919
2021-3,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,716
2021-3,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,28683
2021-3,tz1dPMpQ4zEgdngrPbwywAowzfbandTQ1dDK,526
2021-3,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,1460
2021-3,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,1176
2021-3,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,1128
2021-3,tz3adcvQaKXTCg12zbninqo3q8ptKKtDFTLv,542
2021-3,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,1186
2021-3,tz1TDSNJcq2sKtxjRBdMoqkr72yaVWFJiTrN,856
2021-3,tz2LKitkzuQko37bKETuXUSmFkgCfx1Huvmp,2200
2021-3,tz1TDSN5XSVRFSLsQVUHdzBKvYkPRrFySpRJ,837
2021-3,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,2458
2021-3,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,1145
2021-3,tz1TDSWesFo3EAzSUEyYJosdP9hRbDxk94Ua,861
2021-4,tz3UiSBwx8dFjp948nEyQ7kbxiTqQkRyGwQv,1976
2021-4,tz1TDSjPFStYcD8cr4JyWyyqwBt1M9WARvme,1071
2021-4,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,924
2021-4,KT1Qm3urGqkRsWsovGzNb2R81c3dSfxpteHG,503
2021-4,tz1XFMUQwMMcJ1bMyZMMbuPyH71gEAjVDh4V,505
2021-4,tz1TDSi2iE2pAzvTAXKq6raSbDuPiShh5wgu,1057
2021-4,tz1TDSR4jhfb1LHeusVGMRBjZaLH6xAQWMfG,1064
2021-4,tz1VTcr81kqzeskt6DX9Jd1xTRahJtAttj1Z,530
2021-4,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,827
2021-4,tz1TDSN5XSVRFSLsQVUHdzBKvYkPRrFySpRJ,1064
2021-4,tz2LKitkzuQko37bKETuXUSmFkgCfx1Huvmp,1699
2021-4,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,778
2021-4,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,1831
2021-4,KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB,589
2021-4,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,1774
2021-4,tz1YrmJw6Lje27gWqZ94gU9mNavEjkHu1xGc,523
2021-4,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,2845
2021-4,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,4058
2021-4,tz1TDSxFVDJhi2kttgM45PmhkpWRzfhqAozy,1068
2021-4,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,849
2021-4,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,850
2021-4,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,523
2021-4,tz1aJ34EpQnBV3gwPwFbSs2TB6WbdbFTzto8,683
2021-4,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,1451
2021-4,tz1VLEq23Acf9Zp6xi3CxC4LNHuVjKf6LyZv,533
2021-4,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,1919
2021-4,tz1TDSNJcq2sKtxjRBdMoqkr72yaVWFJiTrN,1063
2021-4,tz1iuZ76cLaaca8Dh4soYEHjYeVb5vHmmP5Z,505
2021-4,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1742
2021-4,tz1g4o4a2wxpzJ7EgG3onFM5TLaPyiRFjFhL,880
2021-4,tz1TDS7BsNWczhiq1qGGfDxioY2d2WQxvahe,1073
2021-4,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,1341
2021-4,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,901
2021-4,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,57021
2021-4,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,1711
2021-4,tz1Zrqm4TkJwqTxm5TiyVFh6taXG4Wrq7tko,1387
2021-4,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,4034
2021-4,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,32658
2021-4,tz1TDSDUUe2Pc5UqR7ZKmyS5URaL6EdtEh1b,1075
2021-4,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,1760
2021-4,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,4085
2021-4,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,2753
2021-4,tz1c2yBQNrofzKvKLouC9TqHELSnh64fm8dn,2396
2021-4,tz1MRssJTFokjJ4WHAY63wFTufQ8qpxZJtvU,1288
2021-4,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,728
2021-4,tz1TDSWesFo3EAzSUEyYJosdP9hRbDxk94Ua,1055
2021-4,tz1TDShnpCSsLVJkBW29wNetEFFYeeNxMSVf,1072
2021-4,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,1495
2021-4,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,3437
2021-4,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,19933
2021-4,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,4004
2021-4,tz1dXCHSN8uwnappk4uet1WQeuvbaJog4Jwi,2356
2021-4,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,1520
2021-4,tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,1063
2021-4,tz1TDSLd4eMT7QSwKfw4wB3ua4UoVuayJJo5,1058
2021-4,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1301
2021-4,tz3adcvQaKXTCg12zbninqo3q8ptKKtDFTLv,522
2021-4,tz1cNARmnRRrvZgspPr2rSTUWq5xtGTuKuHY,2303
2021-4,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,1759
2021-4,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,754
2021-4,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,3992
2021-4,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,891
2021-4,tz1TDSahjxEYPazcsrzxyX2gHqTzFvkcwUrP,1064
2021-4,tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,1066
2021-4,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1294
2021-4,tz3MK7dMNgrXPPA3yYY9qAa879ZxFus7GHQh,2258
2021-5,tz1SYq214SCBy9naR6cvycQsYcUGpBqQAE8d,1615
2021-5,tz1LnHsA2wpn7guf8b7xzX2i5zNKRQoRQVgJ,4069
2021-5,tz3adcvQaKXTCg12zbninqo3q8ptKKtDFTLv,530
2021-5,tz1TDSahjxEYPazcsrzxyX2gHqTzFvkcwUrP,788
2021-5,tz1MoonPbyMJSqMVsVwExgVc5egnv18CgSDq,2235
2021-5,tz1TDSDUUe2Pc5UqR7ZKmyS5URaL6EdtEh1b,817
2021-5,tz1TDSWesFo3EAzSUEyYJosdP9hRbDxk94Ua,798
2021-5,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,865
2021-5,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,1905
2021-5,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,803
2021-5,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,721
2021-5,tz1Zrqm4TkJwqTxm5TiyVFh6taXG4Wrq7tko,1363
2021-5,tz2LKitkzuQko37bKETuXUSmFkgCfx1Huvmp,957
2021-5,tz1Mzpyj3Ebut8oJ38uvzm9eaZQtSTryC3Kx,54944
2021-5,tz1MXjdb684ByEP5qUn5J7EMub7Sr8eBziDe,1782
2021-5,tz1MRssJTFokjJ4WHAY63wFTufQ8qpxZJtvU,691
2021-5,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,4094
2021-5,tz1TDSR4jhfb1LHeusVGMRBjZaLH6xAQWMfG,794
2021-5,tz1TDS3hdLzjpCDF4C8eA6xgW23WZKjLyM8t,783
2021-5,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,7174
2021-5,tz1SiPXX4MYGNJNDsRc7n8hkvUqFzg8xqF9m,17897
2021-5,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,1827
2021-5,tz1LonSbajvsh48sEp35EHrYNAWi6hUXz1vX,760
2021-5,tz1c2yBQNrofzKvKLouC9TqHELSnh64fm8dn,933
2021-5,tz1TDS7BsNWczhiq1qGGfDxioY2d2WQxvahe,780
2021-5,tz1W1en9UpMCH4ZJL8wQCh8JDKCZARyVx2co,36270
2021-5,tz1g4o4a2wxpzJ7EgG3onFM5TLaPyiRFjFhL,944
2021-5,tz1MdSsDBG8k8q1pxZrdpSC2Aw49ukFs8ACy,1222
2021-5,KT1RRgK6eXvCWCiEGWhRZCSVGzhDzwXEEjS4,535
2021-5,tz1bDXD6nNSrebqmAnnKKwnX1QdePSMCj4MX,1812
2021-5,tz1TDSxFVDJhi2kttgM45PmhkpWRzfhqAozy,788
2021-5,tz1TDSjPFStYcD8cr4JyWyyqwBt1M9WARvme,789
2021-5,KT1K4EwTpbvYN9agJdjpyJm4ZZdhpUNKB3F6,956
2021-5,tz1fishChEERnSesm8mHe7xsJJwymbHVLcYf,2965
2021-5,tz1Vs2z88hHRnFLss81M7dXHnbwhZNMDrSgD,4168
2021-5,tz1M8U9MNBPt3gwogzvNqaF5L8tkwWgAFBUF,1925
2021-5,tz1TDSNJcq2sKtxjRBdMoqkr72yaVWFJiTrN,802
2021-5,tz1TDShnpCSsLVJkBW29wNetEFFYeeNxMSVf,793
2021-5,tz1ch7nvDDAchbAPfTio3yBsdvN1SZJZj1wY,1540
2021-5,tz1bAjg8KhBjzRMuPbdLfC4EvETmdsuruynm,880
2021-5,tz1dXCHSN8uwnappk4uet1WQeuvbaJog4Jwi,2310
2021-5,tz1TDSi2iE2pAzvTAXKq6raSbDuPiShh5wgu,802
2021-5,tz1TDSN5XSVRFSLsQVUHdzBKvYkPRrFySpRJ,793
2021-5,tz1hjem5Rpf4KAVbwMLJet75TDb8HjAKnTYk,513
2021-5,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1335
2021-5,tz1Y2rhY9nBKfd2jp7m4z8iAMKKARWS3BvFA,547
2021-5,tz1LsnEuv4fLsgxU9HJK21v8zHwcuBjb99Cd,937
2021-5,tz1iuZ76cLaaca8Dh4soYEHjYeVb5vHmmP5Z,509
2021-5,tz1cNARmnRRrvZgspPr2rSTUWq5xtGTuKuHY,2234
2021-5,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,877
2021-5,tz1fRAiiDUxnXZwDmQghh1n6VytQUZWNPwWN,3661
2021-5,tz1gNjyzyT8L6WgNS4AdNMppsSFw76J4aDvT,4162
2021-5,KT1QxLqukyfohPV5kPkw97Rs6cw1DDDvYgbB,1241
2021-5,tz1bDhCGNZLQw1QXgf6MCzo6EtAVSGkqEB11,1738
2021-5,tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,789
2021-5,tz1TDSLd4eMT7QSwKfw4wB3ua4UoVuayJJo5,805
2021-5,tz1Pm31zkj5tryYwhuqE7hhzYnULzrA5g5cf,1809
2021-5,tz1dbfppLAAxXZNtf2SDps7rch3qfUznKSoK,753
2021-5,tz1VCP3MQdfxtRc83CRJZX43wc1oZUxb6KmH,1062
2021-5,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,1004
2021-5,tz1XwJTLycM7mfDNamzsh2y7TdsnNTwZiDAa,1918
2021-5,tz1XTZM55hF7g98CzY88MXWhmK8QioGXHtuY,1495
2021-5,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,1487
2021-5,tz1Tnr7CDL5i45EHSPpPReBocDiGbMwpdTCn,4406
2021-6,KT1Hkg5qeNhfwpKW4fXvq7HGZB9z2EnmCCA9,7922
2021-6,tz1NAozDvi5e7frVq9cUaC3uXQQannemB8Jw,1708
2021-6,tz1g4o4a2wxpzJ7EgG3onFM5TLaPyiRFjFhL,913
2021-6,tz1acsihTQWHEnxxNz7EEsBDLMTztoZQE9SW,1304
2021-6,tz1TDSi2iE2pAzvTAXKq6raSbDuPiShh5wgu,713
2021-6,tz1TDS7BsNWczhiq1qGGfDxioY2d2WQxvahe,715
2021-6,tz1TDShnpCSsLVJkBW29wNetEFFYeeNxMSVf,720
2021-6,KT1EpGgjQs73QfFJs9z7m1Mxm5MTnpC2tqse,655
2021-6,tz1TDSJ2F9x7m7FfwZDxtqevRJK7xfFi5XUo,717
2021-6,tz1TDSR4jhfb1LHeusVGMRBjZaLH6xAQWMfG,714
2021-6,tz1Ywgcavxq9D6hL32Q2AQWHAux9MrWqGoZC,1017
2021-6,tz1e4N6UZzrjoxKbsJoLnxuBy6DfZu4voiTV,2585
2021-6,tz1iVCqjMRG7MfBoFnVjbLQyeLAeJQfLxXze,756
2021-6,tz1c9HEyZdAWXZCLE7h3KcZCyykjZr7VY3QM,688
2021-6,tz1TDSN5XSVRFSLsQVUHdzBKvYkPRrFySpRJ,721
2021-6,tz1RV1MBbZMR68tacosb7Mwj6LkbPSUS1er1,909
2021-6,KT1X1LgNkQShpF9nRLYw3Dgdy4qp38MX617z,1761
2021-6,KT1J3wTYb4xk5BsSBkg6ML55bX1xq7desS34,907
2021-6,tz1TDSDUUe2Pc5UqR7ZKmyS5URaL6EdtEh1b,729
2021-6,tz1MRssJTFokjJ4WHAY63wFTufQ8qpxZJtvU,763
2021-6,tz1SGrdsM2EDo7juLo1U3vg2FoMekpkpDJLX,556
2021-6,tz1TDSNJcq2sKtxjRBdMoqkr72yaVWFJiTrN,713
2021-6,tz1iuZ76cLaaca8Dh4soYEHjYeVb5vHmmP5Z,522
2021-6,tz1Z7eWGw18LqUgRqmDqNZFQx7f8GEHXRfT8,890
2021-6,tz1NcoDFXMAfB26mpBhVrdSHmppyTeccT6Fi,860
